   证券代码            证券名称
000022.SZ       深赤湾A
000088.SZ       盐田港
000507.SZ       珠海港
000582.SZ       北部湾港
000905.SZ       厦门港务
002040.SZ       南京港
200022.SZ       深赤湾B
600017.SH       日照港
600018.SH       上港集团
600190.SH       锦州港
600279.SH       重庆港九
600317.SH       营口港
600575.SH       皖江物流
600717.SH       天津港
601000.SH       唐山港
601008.SH       连云港
601018.SH       宁波港
601880.SH       大连港
900952.SH       锦港B股


数据来源：东方财富Choice数据
