   证券代码            证券名称
000039.SZ       中集集团
000890.SZ       法尔胜
002132.SZ       恒星科技
002150.SZ       通润装备
002342.SZ       巨力索具
002352.SZ       顺丰控股
002445.SZ       中南文化
002487.SZ       大金重工
002647.SZ       宏磊股份
300228.SZ       富瑞特装
300402.SZ       宝色股份
300483.SZ       沃施股份
600165.SH       新日恒力
600558.SH       大西洋
600577.SH       精达股份
600992.SH       贵绳股份
601028.SH       玉龙股份


数据来源：东方财富Choice数据
