   证券代码            证券名称
000623.SZ       吉林敖东
000686.SZ       东北证券
000728.SZ       国元证券
000750.SZ       国海证券
000776.SZ       广发证券
000783.SZ       长江证券
002500.SZ       山西证券
002673.SZ       西部证券
600030.SH       中信证券
600109.SH       国金证券
600369.SH       西南证券
600739.SH       辽宁成大
600837.SH       海通证券
600999.SH       招商证券
601099.SH       太平洋
601377.SH       兴业证券
601555.SH       东吴证券
601688.SH       华泰证券
601788.SH       光大证券
601901.SH       方正证券


数据来源：东方财富Choice数据
