   证券代码            证券名称
000610.SZ       西安旅游
000802.SZ       北京文化
002059.SZ       云南旅游
002159.SZ       三特索道
002558.SZ       世纪游轮
002707.SZ       众信旅游
300178.SZ       腾邦国际
600138.SH       中青旅
600258.SH       首旅酒店
600358.SH       国旅联合
600640.SH       号百控股
600706.SH       曲江文旅
600749.SH       西藏旅游
601888.SH       中国国旅
603199.SH       九华旅游
900929.SH       锦旅B股


数据来源：东方财富Choice数据
