   证券代码            证券名称
000795.SZ       英洛华
000928.SZ       中钢国际
000962.SZ       *ST东钽
000969.SZ       安泰科技
000970.SZ       中科三环
002057.SZ       中钢天源
002130.SZ       沃尔核材
002149.SZ       西部材料
002182.SZ       云海金属
002340.SZ       格林美
002600.SZ       江粉磁材
300127.SZ       银河磁体
300224.SZ       正海磁材
300395.SZ       菲利华
600114.SH       东睦股份
600330.SH       天通股份
600366.SH       宁波韵升
600390.SH       *ST金瑞
600478.SH       科力远
600516.SH       方大炭素
600980.SH       北矿科技


数据来源：东方财富Choice数据
