   证券代码            证券名称
000520.SZ       长航凤凰
002320.SZ       海峡股份
600026.SH       中远海能
600242.SH       中昌数据
600428.SH       中远海特
600692.SH       亚通股份
600751.SH       天海投资
600798.SH       宁波海运
600896.SH       览海投资
601866.SH       中远海发
601872.SH       招商轮船
601919.SH       中远海控
603167.SH       渤海轮渡
900938.SH       天海B


数据来源：东方财富Choice数据
