   证券代码            证券名称
000544.SZ       中原环保
000598.SZ       兴蓉环境
000685.SZ       中山公用
000712.SZ       锦龙股份
600008.SH       首创股份
600168.SH       武汉控股
600187.SH       国中水务
600283.SH       钱江水利
600323.SH       瀚蓝环境
600461.SH       洪城水业
600874.SH       创业环保
601158.SH       重庆水务
601199.SH       江南水务
601368.SH       绿城水务


数据来源：东方财富Choice数据
