日期	Wind代码	证券名称	权重
2017-03-28	002203	海亮股份	0.022000 
2017-03-28	002204	大连重工	0.017000 
2017-03-28	002205	国统股份	0.012000 
2017-03-28	002206	海利得	0.021000 
2017-03-28	002207	准油股份	0.015000 
2017-03-28	002208	合肥城建	0.013000 
2017-03-28	002209	达意隆	0.011000 
2017-03-28	002210	飞马国际	0.028000 
2017-03-28	002211	宏达新材	0.016000 
2017-03-28	002212	南洋股份	0.029000 
2017-03-28	002213	特尔佳	0.020000 
2017-03-28	002214	大立科技	0.017000 
2017-03-28	002215	诺普信	0.029000 
2017-03-28	002216	三全食品	0.018000 
2017-03-28	002217	合力泰	0.041000 
2017-03-28	002218	拓日新能	0.016000 
2017-03-28	002219	恒康医疗	0.045000 
2017-03-28	002220	天宝股份	0.015000 
2017-03-28	002221	东华能源	0.049000 
2017-03-28	002222	福晶科技	0.024000 
2017-03-28	002223	鱼跃医疗	0.049000 
2017-03-28	002224	三力士	0.032000 
2017-03-28	002225	濮耐股份	0.018000 
2017-03-28	002226	江南化工	0.018000 
2017-03-28	002227	奥特迅	0.010000 
2017-03-28	002228	合兴包装	0.013000 
2017-03-28	002229	鸿博股份	0.025000 
2017-03-28	002230	科大讯飞	0.129000 
2017-03-28	002231	奥维通信	0.016000 
2017-03-28	002232	启明信息	0.012000 
2017-03-28	002233	塔牌集团	0.019000 
2017-03-28	002234	民和股份	0.017000 
2017-03-28	002235	安妮股份	0.016000 
2017-03-28	002236	大华股份	0.102000 
2017-03-28	002237	恒邦股份	0.029000 
2017-03-28	002238	天威视讯	0.013000 
2017-03-28	002239	奥特佳	0.022000 
2017-03-28	002240	威华股份	0.021000 
2017-03-28	002241	歌尔股份	0.125000 
2017-03-28	002242	九阳股份	0.026000 
2017-03-28	002243	通产丽星	0.011000 
2017-03-28	002244	滨江集团	0.031000 
2017-03-28	002245	澳洋顺昌	0.027000 
2017-03-28	002246	北化股份	0.017000 
2017-03-28	002247	帝龙文化	0.026000 
2017-03-28	002248	华东数控	0.011000 
2017-03-28	002249	大洋电机	0.014000 
2017-03-28	002250	联化科技	0.040000 
2017-03-28	002251	步步高	0.018000 
2017-03-28	002252	上海莱士	0.095000 
2017-03-28	002253	川大智胜	0.023000 
2017-03-28	002254	泰和新材	0.025000 
2017-03-28	002255	海陆重工	0.019000 
2017-03-28	002256	兆新股份	0.028000 
2017-03-28	002258	利尔化学	0.013000 
2017-03-28	002259	升达林业	0.020000 
2017-03-28	002260	德奥通航	0.023000 
2017-03-28	002261	拓维信息	0.035000 
2017-03-28	002262	恩华药业	0.032000 
2017-03-28	002263	大东南	0.023000 
2017-03-28	002264	新华都	0.013000 
2017-03-28	002265	西仪股份	0.016000 
2017-03-28	002266	浙富控股	0.036000 
2017-03-28	002267	陕天然气	0.020000 
2017-03-28	002268	卫士通	0.037000 
2017-03-28	002269	美邦服饰	0.029000 
2017-03-28	002270	华明装备	0.013000 
2017-03-28	002271	东方雨虹	0.062000 
2017-03-28	002272	川润股份	0.013000 
2017-03-28	002273	水晶光电	0.053000 
2017-03-28	002274	华昌化工	0.013000 
2017-03-28	002275	桂林三金	0.015000 
2017-03-28	002276	万马股份	0.038000 
2017-03-28	002277	友阿股份	0.030000 
2017-03-28	002278	神开股份	0.017000 
2017-03-28	002279	久其软件	0.018000 
2017-03-28	002280	联络互动	0.049000 
2017-03-28	002281	光迅科技	0.038000 
2017-03-28	002282	博深工具	0.011000 
2017-03-28	002283	天润曲轴	0.028000 
2017-03-28	002284	亚太股份	0.027000 
2017-03-28	002285	世联行	0.029000 
2017-03-28	002286	保龄宝	0.018000 
2017-03-28	002287	奇正藏药	0.011000 
2017-03-28	002288	超华科技	0.023000 
2017-03-28	002290	中科新材	0.012000 
2017-03-28	002291	星期六	0.014000 
2017-03-28	002292	奥飞娱乐	0.053000 
2017-03-28	002293	罗莱生活	0.017000 
2017-03-28	002294	信立泰	0.041000 
2017-03-28	002295	精艺股份	0.011000 
2017-03-28	002296	辉煌科技	0.020000 
2017-03-28	002297	博云新材	0.019000 
2017-03-28	002298	中电鑫龙	0.026000 
2017-03-28	002299	圣农发展	0.038000 
2017-03-28	002300	太阳电缆	0.019000 
2017-03-28	002301	齐心集团	0.017000 
2017-03-28	002302	西部建设	0.016000 
2017-03-28	002303	美盈森	0.027000 
2017-03-28	002304	洋河股份	0.224000 
2017-03-28	002305	南国置业	0.016000 
2017-03-28	002306	中科云网	0.020000 
2017-03-28	002307	北新路桥	0.020000 
2017-03-28	002308	威创股份	0.034000 
2017-03-28	002309	中利集团	0.020000 
2017-03-28	002310	东方园林	0.074000 
2017-03-28	002311	海大集团	0.053000 
2017-03-28	002312	三泰控股	0.031000 
2017-03-28	002313	日海通讯	0.024000 
2017-03-28	002314	南山控股	0.020000 
2017-03-28	002315	焦点科技	0.017000 
2017-03-28	002316	键桥通讯	0.017000 
2017-03-28	002317	众生药业	0.029000 
2017-03-28	002318	久立特材	0.028000 
2017-03-28	002319	乐通股份	0.020000 
2017-03-28	002320	海峡股份	0.012000 
2017-03-28	002321	华英农业	0.019000 
2017-03-28	002322	理工环科	0.019000 
2017-03-28	002323	雅百特	0.027000 
2017-03-28	002324	普利特	0.018000 
2017-03-28	002325	洪涛股份	0.029000 
2017-03-28	002326	永太科技	0.035000 
2017-03-28	002327	富安娜	0.018000 
2017-03-28	002328	新朋股份	0.015000 
2017-03-28	002329	皇氏集团	0.026000 
2017-03-28	002330	得利斯	0.008000 
2017-03-28	002331	皖通科技	0.022000 
2017-03-28	002332	仙琚制药	0.023000 
2017-03-28	002333	罗普斯金	0.012000 
2017-03-28	002334	英威腾	0.020000 
2017-03-28	002335	科华恒盛	0.016000 
2017-03-28	002337	赛象科技	0.014000 
2017-03-28	002338	奥普光电	0.013000 
2017-03-28	002339	积成电子	0.026000 
2017-03-28	002340	格林美	0.077000 
2017-03-28	002341	新纶科技	0.025000 
2017-03-28	002342	巨力索具	0.025000 
2017-03-28	002343	慈文传媒	0.048000 
2017-03-28	002344	海宁皮城	0.025000 
2017-03-28	002345	潮宏基	0.021000 
2017-03-28	002346	柘中股份	0.014000 
2017-03-28	002347	泰尔股份	0.012000 
2017-03-28	002348	高乐股份	0.016000 
2017-03-28	002349	精华制药	0.018000 
2017-03-28	002350	北京科锐	0.010000 
2017-03-28	002351	漫步者	0.014000 
2017-03-28	002352	顺丰控股	0.026000 
2017-03-28	002353	杰瑞股份	0.051000 
2017-03-28	002354	天神娱乐	0.028000 
2017-03-28	002355	兴民智通	0.022000 
2017-03-28	002356	赫美集团	0.011000 
2017-03-28	002357	富临运业	0.010000 
2017-03-28	002358	森源电气	0.033000 
2017-03-28	002359	齐星铁塔	0.029000 
2017-03-28	002360	同德化工	0.015000 
2017-03-28	002361	神剑股份	0.021000 
2017-03-28	002362	汉王科技	0.015000 
2017-03-28	002363	隆基机械	0.013000 
2017-03-28	002364	中恒电气	0.025000 
2017-03-28	002365	永安药业	0.014000 
2017-03-28	002366	台海核电	0.060000 
2017-03-28	002367	康力电梯	0.025000 
2017-03-28	002368	太极股份	0.031000 
2017-03-28	002369	卓翼科技	0.023000 
2017-03-28	002370	亚太药业	0.011000 
2017-03-28	002371	北方华创	0.024000 
2017-03-28	002372	伟星新材	0.019000 
2017-03-28	002373	千方科技	0.036000 
2017-03-28	002374	丽鹏股份	0.013000 
2017-03-28	002375	亚厦股份	0.040000 
2017-03-28	002376	新北洋	0.027000 
2017-03-28	002377	国创高新	0.012000 
2017-03-28	002378	章源钨业	0.014000 
2017-03-28	002380	科远股份	0.012000 
2017-03-28	002381	双箭股份	0.013000 
2017-03-28	002382	蓝帆医疗	0.011000 
2017-03-28	002383	合众思壮	0.045000 
2017-03-28	002384	东山精密	0.037000 
2017-03-28	002385	大北农	0.062000 
2017-03-28	002386	天原集团	0.017000 
2017-03-28	002387	黑牛食品	0.021000 
2017-03-28	002388	新亚制程	0.013000 
2017-03-28	002389	南洋科技	0.031000 
2017-03-28	002390	信邦制药	0.039000 
2017-03-28	002391	长青股份	0.018000 
2017-03-28	002392	北京利尔	0.016000 
2017-03-28	002393	力生制药	0.017000 
2017-03-28	002394	联发股份	0.016000 
2017-03-28	002395	双象股份	0.008000 
2017-03-28	002396	星网锐捷	0.029000 
2017-03-28	002397	梦洁股份	0.011000 
2017-03-28	002398	建研集团	0.015000 
2017-03-28	002399	海普瑞	0.034000 
2017-03-28	002400	省广股份	0.059000 
2017-03-28	002401	中海科技	0.012000 
2017-03-28	002402	和而泰	0.027000 
2017-03-28	002403	爱仕达	0.011000 
2017-03-28	002404	嘉欣丝绸	0.015000 
2017-03-28	002405	四维图新	0.073000 
2017-03-28	002406	远东传动	0.015000 
2017-03-28	002407	多氟多	0.066000 
2017-03-28	002408	齐翔腾达	0.041000 
2017-03-28	002409	雅克科技	0.014000 
2017-03-28	002410	广联达	0.046000 
2017-03-28	002411	必康股份	0.058000 
2017-03-28	002412	汉森制药	0.010000 
2017-03-28	002413	雷科防务	0.025000 
2017-03-28	002414	高德红外	0.021000 
2017-03-28	002415	海康威视	0.235000 
2017-03-28	002416	爱施德	0.019000 
2017-03-28	002417	三元达	0.011000 
2017-03-28	002418	康盛股份	0.025000 
2017-03-28	002419	天虹商场	0.018000 
2017-03-28	002420	毅昌股份	0.012000 
2017-03-28	002421	达实智能	0.034000 
2017-03-28	002422	科伦药业	0.067000 
2017-03-28	002424	贵州百灵	0.036000 
2017-03-28	002425	凯撒文化	0.020000 
2017-03-28	002426	胜利精密	0.060000 
2017-03-28	002427	尤夫股份	0.024000 
2017-03-28	002428	云南锗业	0.029000 
2017-03-28	002429	兆驰股份	0.033000 
2017-03-28	002430	杭氧股份	0.012000 
2017-03-28	002431	棕榈股份	0.035000 
2017-03-28	002432	九安医疗	0.015000 
2017-03-28	002433	太安堂	0.023000 
2017-03-28	002434	万里扬	0.030000 
2017-03-28	002435	长江润发	0.013000 
2017-03-28	002436	兴森科技	0.030000 
2017-03-28	002437	誉衡药业	0.037000 
2017-03-28	002438	江苏神通	0.011000 
2017-03-28	002439	启明星辰	0.060000 
2017-03-28	002440	闰土股份	0.036000 
2017-03-28	002441	众业达	0.013000 
2017-03-28	002442	龙星化工	0.021000 
2017-03-28	002443	金洲管道	0.029000 
2017-03-28	002444	巨星科技	0.039000 
2017-03-28	002445	中南文化	0.030000 
2017-03-28	002446	盛路通信	0.024000 
2017-03-28	002447	壹桥股份	0.029000 
2017-03-28	002448	中原内配	0.023000 
2017-03-28	002449	国星光电	0.022000 
2017-03-28	002450	康得新	0.206000 
2017-03-28	002451	摩恩电气	0.014000 
2017-03-28	002452	长高集团	0.015000 
2017-03-28	002453	天马精化	0.021000 
2017-03-28	002454	松芝股份	0.016000 
2017-03-28	002455	百川股份	0.018000 
2017-03-28	002456	欧菲光	0.117000 
2017-03-28	002457	青龙管业	0.012000 
2017-03-28	002458	益生股份	0.020000 
2017-03-28	002459	天业通联	0.019000 
2017-03-28	002460	赣锋锂业	0.069000 
2017-03-28	002461	珠江啤酒	0.013000 
2017-03-28	002462	嘉事堂	0.034000 
2017-03-28	002463	沪电股份	0.026000 
2017-03-28	002464	金利科技	0.028000 
2017-03-28	002465	海格通信	0.094000 
2017-03-28	002466	天齐锂业	0.100000 
2017-03-28	002467	二六三	0.026000 
2017-03-28	002468	申通快递	0.029000 
2017-03-28	002469	三维工程	0.017000 
2017-03-28	002470	金正大	0.056000 
2017-03-28	002471	中超控股	0.025000 
2017-03-28	002472	双环传动	0.017000 
2017-03-28	002473	圣莱达	0.011000 
2017-03-28	002474	榕基软件	0.027000 
2017-03-28	002475	立讯精密	0.085000 
2017-03-28	002476	宝莫股份	0.021000 
2017-03-28	002477	雏鹰农牧	0.035000 
2017-03-28	002478	常宝股份	0.015000 
2017-03-28	002479	富春环保	0.029000 
2017-03-28	002480	新筑股份	0.022000 
2017-03-28	002481	双塔食品	0.031000 
2017-03-28	002482	广田集团	0.025000 
2017-03-28	002483	润邦股份	0.014000 
2017-03-28	002484	江海股份	0.018000 
2017-03-28	002485	希努尔	0.017000 
2017-03-28	002486	嘉麟杰	0.026000 
2017-03-28	002487	大金重工	0.013000 
2017-03-28	002488	金固股份	0.020000 
2017-03-28	002489	浙江永强	0.037000 
2017-03-28	002490	山东墨龙	0.009000 
2017-03-28	002491	通鼎互联	0.053000 
2017-03-28	002492	恒基达鑫	0.008000 
2017-03-28	002493	荣盛石化	0.017000 
2017-03-28	002494	华斯股份	0.013000 
2017-03-28	002495	佳隆股份	0.015000 
2017-03-28	002496	辉丰股份	0.020000 
2017-03-28	002497	雅化集团	0.024000 
2017-03-28	002498	汉缆股份	0.026000 
2017-03-28	002499	科林环保	0.014000 
2017-03-28	002500	山西证券	0.060000 
2017-03-28	002501	利源精制	0.040000 
2017-03-28	002502	骅威文化	0.019000 
2017-03-28	002503	搜于特	0.029000 
2017-03-28	002504	弘高创意	0.019000 
2017-03-28	002505	大康农业	0.027000 
2017-03-28	002506	协鑫集成	0.047000 
2017-03-28	002507	涪陵榨菜	0.019000 
2017-03-28	002508	老板电器	0.071000 
2017-03-28	002509	天广中茂	0.045000 
2017-03-28	002510	天汽模	0.020000 
2017-03-28	002511	中顺洁柔	0.022000 
2017-03-28	002512	达华智能	0.033000 
2017-03-28	002514	宝馨科技	0.012000 
2017-03-28	002515	金字火腿	0.019000 
2017-03-28	002516	旷达科技	0.018000 
2017-03-28	002517	恺英网络	0.032000 
2017-03-28	002518	科士达	0.016000 
2017-03-28	002519	银河电子	0.019000 
2017-03-28	002520	日发精机	0.013000 
2017-03-28	002521	齐峰新材	0.020000 
2017-03-28	002522	浙江众成	0.036000 
2017-03-28	002523	天桥起重	0.017000 
2017-03-28	002524	光正集团	0.016000 
2017-03-28	002526	山东矿机	0.020000 
2017-03-28	002527	新时达	0.019000 
2017-03-28	002528	英飞拓	0.010000 
2017-03-28	002529	海源机械	0.012000 
2017-03-28	002530	丰东股份	0.021000 
2017-03-28	002531	天顺风能	0.023000 
2017-03-28	002532	新界泵业	0.008000 
2017-03-28	002533	金杯电工	0.018000 
2017-03-28	002534	杭锅股份	0.011000 
2017-03-28	002535	林州重机	0.016000 
2017-03-28	002536	西泵股份	0.015000 
2017-03-28	002537	海立美达	0.016000 
2017-03-28	002538	司尔特	0.022000 
2017-03-28	002539	云图控股	0.015000 
2017-03-28	002540	亚太科技	0.019000 
2017-03-28	002541	鸿路钢构	0.010000 
2017-03-28	002542	中化岩土	0.019000 
2017-03-28	002543	万和电气	0.016000 
2017-03-28	002544	杰赛科技	0.040000 
2017-03-28	002545	东方铁塔	0.011000 
2017-03-28	002546	新联电子	0.012000 
2017-03-28	002547	春兴精工	0.028000 
2017-03-28	002548	金新农	0.010000 
2017-03-28	002549	凯美特气	0.008000 
2017-03-28	002550	千红制药	0.029000 
2017-03-28	002551	尚荣医疗	0.019000 
2017-03-28	002552	宝鼎科技	0.007000 
2017-03-28	002553	南方轴承	0.012000 
2017-03-28	002554	惠博普	0.024000 
2017-03-28	002555	三七互娱	0.038000 
2017-03-28	002556	辉隆股份	0.020000 
2017-03-28	002557	洽洽食品	0.015000 
2017-03-28	002558	世纪游轮	0.019000 
2017-03-28	002559	亚威股份	0.018000 
2017-03-28	002560	通达股份	0.018000 
2017-03-28	002561	徐家汇	0.021000 
2017-03-28	002562	兄弟科技	0.011000 
2017-03-28	002563	森马服饰	0.023000 
2017-03-28	002564	天沃科技	0.028000 
2017-03-28	002565	顺灏股份	0.015000 
2017-03-28	002566	益盛药业	0.012000 
2017-03-28	002567	唐人神	0.015000 
2017-03-28	002568	百润股份	0.017000 
2017-03-28	002569	步森股份	0.028000 
2017-03-28	002570	贝因美	0.031000 
2017-03-28	002571	德力股份	0.018000 
2017-03-28	002572	索菲亚	0.076000 
2017-03-28	002573	清新环境	0.060000 
2017-03-28	002574	明牌珠宝	0.014000 
2017-03-28	002575	群兴玩具	0.024000 
2017-03-28	002576	通达动力	0.011000 
2017-03-28	002577	雷柏科技	0.015000 
2017-03-28	002578	闽发铝业	0.013000 
2017-03-28	002579	中京电子	0.012000 
2017-03-28	002580	圣阳股份	0.015000 
2017-03-28	002581	未名医药	0.029000 
2017-03-28	002582	好想你	0.014000 
2017-03-28	002583	海能达	0.044000 
2017-03-28	002584	西陇科学	0.017000 
2017-03-28	002585	双星新材	0.025000 
2017-03-28	002586	围海股份	0.016000 
2017-03-28	002587	奥拓电子	0.015000 
2017-03-28	002588	史丹利	0.023000 
2017-03-28	002589	瑞康医药	0.031000 
2017-03-28	002590	万安科技	0.016000 
2017-03-28	002591	恒大高新	0.008000 
2017-03-28	002592	八菱科技	0.012000 
2017-03-28	002593	日上集团	0.011000 
2017-03-28	002594	比亚迪	0.125000 
2017-03-28	002595	豪迈科技	0.045000 
2017-03-28	002596	海南瑞泽	0.020000 
2017-03-28	002597	金禾实业	0.024000 
2017-03-28	002598	山东章鼓	0.011000 
2017-03-28	002599	盛通股份	0.011000 
2017-03-28	002600	江粉磁材	0.031000 
2017-03-28	002601	龙蟒佰利	0.041000 
2017-03-28	002602	世纪华通	0.053000 
2017-03-28	002603	以岭药业	0.037000 
2017-03-28	002604	龙力生物	0.021000 
2017-03-28	002605	姚记扑克	0.012000 
2017-03-28	002606	大连电瓷	0.035000 
2017-03-28	002607	亚夏汽车	0.009000 
2017-03-28	002609	捷顺科技	0.020000 
2017-03-28	002610	爱康科技	0.033000 
2017-03-28	002611	东方精工	0.024000 
2017-03-28	002612	朗姿股份	0.013000 
2017-03-28	002613	北玻股份	0.013000 
2017-03-28	002614	蒙发利	0.015000 
2017-03-28	002615	哈尔斯	0.011000 
2017-03-28	002616	长青集团	0.018000 
2017-03-28	002617	露笑科技	0.016000 
2017-03-28	002618	丹邦科技	0.030000 
2017-03-28	002619	巨龙管业	0.019000 
2017-03-28	002620	瑞和股份	0.013000 
2017-03-28	002621	三垒股份	0.012000 
2017-03-28	002622	融钰集团	0.042000 
2017-03-28	002623	亚玛顿	0.014000 
2017-03-28	002624	完美世界	0.038000 
2017-03-28	002625	龙生股份	0.029000 
2017-03-28	002626	金达威	0.017000 
2017-03-28	002627	宜昌交运	0.009000 
2017-03-28	002628	成都路桥	0.020000 
2017-03-28	002629	仁智股份	0.020000 
2017-03-28	002630	华西能源	0.032000 
2017-03-28	002631	德尔未来	0.022000 
2017-03-28	002632	道明光学	0.012000 
2017-03-28	002633	申科股份	0.008000 
2017-03-28	002634	棒杰股份	0.014000 
2017-03-28	002635	安洁科技	0.033000 
2017-03-28	002636	金安国纪	0.027000 
2017-03-28	002637	赞宇科技	0.016000 
2017-03-28	002638	勤上股份	0.032000 
2017-03-28	002639	雪人股份	0.018000 
2017-03-28	002640	跨境通	0.035000 
2017-03-28	002641	永高股份	0.013000 
2017-03-28	002642	荣之联	0.023000 
2017-03-28	002643	万润股份	0.031000 
2017-03-28	002644	佛慈制药	0.011000 
2017-03-28	002645	华宏科技	0.008000 
2017-03-28	002646	青青稞酒	0.017000 
2017-03-28	002647	民盛金科	0.035000 
2017-03-28	002648	卫星石化	0.015000 
2017-03-28	002649	博彦科技	0.025000 
2017-03-28	002650	加加食品	0.022000 
2017-03-28	002651	利君股份	0.014000 
2017-03-28	002652	扬子新材	0.011000 
2017-03-28	002653	海思科	0.016000 
2017-03-28	002654	万润科技	0.018000 
2017-03-28	002655	共达电声	0.017000 
2017-03-28	002656	摩登大道	0.010000 
2017-03-28	002657	中科金财	0.036000 
2017-03-28	002658	雪迪龙	0.019000 
2017-03-28	002659	中泰桥梁	0.019000 
2017-03-28	002660	茂硕电源	0.010000 
2017-03-28	002661	克明面业	0.007000 
2017-03-28	002662	京威股份	0.018000 
2017-03-28	002663	普邦股份	0.024000 
2017-03-28	002664	信质电机	0.023000 
2017-03-28	002665	首航节能	0.047000 
2017-03-28	002666	德联集团	0.014000 
2017-03-28	002667	鞍重股份	0.012000 
2017-03-28	002668	奥马电器	0.046000 
2017-03-28	002669	康达新材	0.017000 
2017-03-28	002670	国盛金控	0.020000 
2017-03-28	002671	龙泉股份	0.018000 
2017-03-28	002672	东江环保	0.040000 
2017-03-28	002673	西部证券	0.127000 
2017-03-28	002674	兴业科技	0.010000 
2017-03-28	002675	东诚药业	0.018000 
2017-03-28	002676	顺威股份	0.021000 
2017-03-28	002677	浙江美大	0.012000 
2017-03-28	002678	珠江钢琴	0.013000 
2017-03-28	002679	福建金森	0.007000 
2017-03-28	002680	长生生物	0.014000 
2017-03-28	002681	奋达科技	0.022000 
2017-03-28	002682	龙洲股份	0.014000 
2017-03-28	002683	宏大爆破	0.016000 
2017-03-28	002684	猛狮科技	0.024000 
2017-03-28	002685	华东重机	0.016000 
2017-03-28	002686	亿利达	0.016000 
2017-03-28	002687	乔治白	0.013000 
2017-03-28	002688	金河生物	0.015000 
2017-03-28	002689	远大智能	0.016000 
2017-03-28	002690	美亚光电	0.024000 
2017-03-28	002691	冀凯股份	0.012000 
2017-03-28	002692	睿康股份	0.016000 
2017-03-28	002693	双成药业	0.010000 
2017-03-28	002694	顾地科技	0.032000 
2017-03-28	002695	煌上煌	0.023000 
2017-03-28	002696	百洋股份	0.010000 
2017-03-28	002697	红旗连锁	0.021000 
2017-03-28	002698	博实股份	0.020000 
2017-03-28	002699	美盛文化	0.025000 
2017-03-28	002700	新疆浩源	0.010000 
2017-03-28	002701	奥瑞金	0.057000 
2017-03-28	002702	海欣食品	0.015000 
2017-03-28	002703	浙江世宝	0.011000 
2017-03-28	002705	新宝股份	0.014000 
2017-03-28	002706	良信电器	0.009000 
2017-03-28	002707	众信旅游	0.028000 
2017-03-28	002708	光洋股份	0.011000 
2017-03-28	002709	天赐材料	0.030000 
2017-03-28	002711	欧浦智网	0.022000 
2017-03-28	002712	思美传媒	0.011000 
2017-03-28	002713	东易日盛	0.009000 
2017-03-28	002714	牧原股份	0.050000 
2017-03-28	002715	登云股份	0.008000 
2017-03-28	002716	金贵银业	0.030000 
2017-03-28	002717	岭南园林	0.019000 
2017-03-28	002718	友邦吊顶	0.008000 
2017-03-28	002719	麦趣尔	0.009000 
2017-03-28	002721	金一文化	0.025000 
2017-03-28	002722	金轮股份	0.011000 
2017-03-28	002723	金莱特	0.009000 
2017-03-28	002724	海洋王	0.009000 
2017-03-28	002725	跃岭股份	0.007000 
2017-03-28	002726	龙大肉食	0.011000 
2017-03-28	002727	一心堂	0.025000 
2017-03-28	002728	特一药业	0.010000 
2017-03-28	002729	好利来	0.008000 
2017-03-28	002730	电光科技	0.012000 
2017-03-28	002731	萃华珠宝	0.008000 
2017-03-28	002732	燕塘乳业	0.010000 
2017-03-28	002733	雄韬股份	0.013000 
2017-03-28	002734	利民股份	0.012000 
2017-03-28	002735	王子新材	0.007000 
2017-03-28	002736	国信证券	0.172000 
2017-03-28	002737	葵花药业	0.020000 
2017-03-28	002738	中矿资源	0.013000 
2017-03-28	002739	万达院线	0.120000 
2017-03-28	002740	爱迪尔	0.010000 
2017-03-28	002741	光华科技	0.012000 
2017-03-28	002742	三圣股份	0.009000 
2017-03-28	002743	富煌钢构	0.009000 
2017-03-28	002745	木林森	0.013000 
2017-03-28	002746	仙坛股份	0.015000 
2017-03-28	002747	埃斯顿	0.016000 
2017-03-28	002748	世龙实业	0.010000 
2017-03-28	002749	国光股份	0.008000 
2017-03-28	002750	龙津药业	0.009000 
2017-03-28	002751	易尚展示	0.017000 
2017-03-28	002752	昇兴股份	0.012000 
2017-03-28	002753	永东股份	0.007000 
2017-03-28	002755	东方新星	0.008000 
2017-03-28	002756	永兴特钢	0.019000 
2017-03-28	002757	南兴装备	0.008000 
2017-03-28	002758	华通医药	0.010000 
2017-03-28	002759	天际股份	0.017000 
2017-03-28	002760	凤形股份	0.008000 
2017-03-28	002761	多喜爱	0.011000 
2017-03-28	002762	金发拉比	0.020000 
2017-03-28	002763	汇洁股份	0.010000 
2017-03-28	002765	蓝黛传动	0.012000 
2017-03-28	002766	索菱股份	0.014000 
2017-03-28	002767	先锋电子	0.007000 
2017-03-28	002768	国恩股份	0.011000 
2017-03-28	002769	普路通	0.016000 
2017-03-28	002770	科迪乳业	0.015000 
2017-03-28	002771	真视通	0.010000 
2017-03-28	002772	众兴菌业	0.013000 
2017-03-28	002773	康弘药业	0.016000 
2017-03-28	002775	文科园林	0.012000 
2017-03-28	002776	柏堡龙	0.012000 
2017-03-28	002777	久远银海	0.009000 
2017-03-28	002778	高科石化	0.005000 
2017-03-28	002779	中坚科技	0.006000 
2017-03-28	002780	三夫户外	0.006000 
2017-03-28	002781	奇信股份	0.007000 
2017-03-28	002782	可立克	0.015000 
2017-03-28	002783	凯龙股份	0.009000 
2017-03-28	002785	万里石	0.008000 
2017-03-28	002786	银宝山新	0.011000 
2017-03-28	002787	华源控股	0.007000 
2017-03-28	002788	鹭燕医药	0.009000 
2017-03-28	002789	建艺集团	0.008000 
2017-03-28	002790	瑞尔特	0.009000 
2017-03-28	002791	坚朗五金	0.014000 
2017-03-28	002792	通宇通讯	0.010000 
2017-03-28	002793	东音股份	0.008000 
2017-03-28	002795	永和智控	0.013000 
2017-03-28	002796	世嘉科技	0.006000 
2017-03-28	002797	第一创业	0.033000 
2017-03-28	002798	帝王洁具	0.007000 
2017-03-28	002799	环球印务	0.006000 
2017-03-28	002800	天顺股份	0.007000 
2017-03-28	002801	微光股份	0.009000 
2017-03-28	002802	洪汇新材	0.007000 
2017-03-28	002803	吉宏股份	0.007000 
2017-03-28	002805	丰元股份	0.006000 
2017-03-28	002806	华锋股份	0.007000 
2017-03-28	300001	特锐德	0.032000 
2017-03-28	300002	神州泰岳	0.059000 
2017-03-28	300003	乐普医疗	0.068000 
2017-03-28	300004	南风股份	0.020000 
2017-03-28	300005	探路者	0.020000 
2017-03-28	300006	莱美药业	0.016000 
2017-03-28	300007	汉威电子	0.018000 
2017-03-28	300008	天海防务	0.022000 
2017-03-28	300009	安科生物	0.031000 
2017-03-28	300010	立思辰	0.033000 
2017-03-28	300011	鼎汉技术	0.028000 
2017-03-28	300012	华测检测	0.027000 
2017-03-28	300013	新宁物流	0.012000 
2017-03-28	300014	亿纬锂能	0.031000 
2017-03-28	300015	爱尔眼科	0.059000 
2017-03-28	300016	北陆药业	0.016000 
2017-03-28	300017	网宿科技	0.107000 
2017-03-28	300018	中元股份	0.017000 
2017-03-28	300019	硅宝科技	0.008000 
2017-03-28	300020	银江股份	0.033000 
2017-03-28	300021	大禹节水	0.014000 
2017-03-28	300022	吉峰农机	0.011000 
2017-03-28	300023	宝德股份	0.008000 
2017-03-28	300024	机器人	0.104000 
2017-03-28	300025	华星创业	0.016000 
2017-03-28	300026	红日药业	0.062000 
2017-03-28	300027	华谊兄弟	0.083000 
2017-03-28	300028	金亚科技	0.019000 
2017-03-28	300029	天龙光电	0.010000 
2017-03-28	300030	阳普医疗	0.013000 
2017-03-28	300031	宝通科技	0.024000 
2017-03-28	300032	金龙机电	0.022000 
2017-03-28	300033	同花顺	0.068000 
2017-03-28	300034	钢研高纳	0.025000 
2017-03-28	300035	中科电气	0.013000 
2017-03-28	300036	超图软件	0.024000 
2017-03-28	300037	新宙邦	0.021000 
2017-03-28	300038	梅泰诺	0.022000 
2017-03-28	300039	上海凯宝	0.024000 
2017-03-28	300040	九洲电气	0.012000 
2017-03-28	300041	回天新材	0.015000 
2017-03-28	300042	朗科科技	0.008000 
2017-03-28	300043	星辉娱乐	0.023000 
2017-03-28	300044	赛为智能	0.020000 
2017-03-28	300045	华力创通	0.022000 
2017-03-28	300046	台基股份	0.009000 
2017-03-28	300047	天源迪科	0.021000 
2017-03-28	300048	合康新能	0.018000 
2017-03-28	300049	福瑞股份	0.020000 
2017-03-28	300050	世纪鼎利	0.016000 
2017-03-28	300051	三五互联	0.014000 
2017-03-28	300052	中青宝	0.019000 
