代码	名称	细分行业	地区	上市日期
600035	楚天高速	路桥	湖北	20040310
600036	招商银行	银行	深圳	20020409
600037	歌华有线	影视音像	北京	20010208
600038	中直股份	航空	黑龙江	20001218
600039	四川路桥	建筑施工	四川	20030325
600048	保利地产	全国地产	广东	20060731
600050	中国联通	电信运营	上海	20021009
600051	宁波联合	综合类	浙江	19970410
600052	浙江广厦	区域地产	浙江	19970415
600053	九鼎投资	区域地产	江西	19970418
600054	黄山旅游	旅游景点	安徽	19970506
600055	万东医疗	医疗保健	北京	19970519
600056	中国医药	医药商业	北京	19970515
600057	象屿股份	仓储物流	福建	19970604
600058	五矿发展	商贸代理	北京	19970528
600059	古越龙山	红黄药酒	浙江	19970516
600060	海信电器	家用电器	山东	19970422
600061	国投安信	证券	上海	19970519
600062	华润双鹤	化学制药	北京	19970522
600063	皖维高新	化纤	安徽	19970528
600064	南京高科	园区开发	江苏	19970506
600066	宇通客车	汽车整车	河南	19970508
600067	冠城大通	全国地产	福建	19970508
600068	葛洲坝	建筑施工	湖北	19970526
600069	银鸽投资	造纸	河南	19970430
600070	浙江富润	纺织	浙江	19970604
600071	凤凰光学	元器件	江西	19970528
600072	中船科技	船舶	上海	19970603
600073	上海梅林	食品	上海	19970704
600074	保千里	电脑设备	江苏	19970623
600075	新疆天业	化工原料	新疆	19970617
600076	康欣新材	其他建材	山东	19970526
600077	宋都股份	全国地产	浙江	19970520
600078	澄星股份	化工原料	江苏	19970627
600079	人福医药	化学制药	湖北	19970606
600080	金花股份	中成药	陕西	19970612
600081	东风科技	汽车配件	上海	19970703
600082	海泰发展	园区开发	天津	19970620
600083	博信股份	建筑施工	广东	19970606
600084	中葡股份	红黄药酒	新疆	19970711
600085	同仁堂	中成药	北京	19970625
600086	东方金钰	服饰	湖北	19970606
600088	中视传媒	影视音像	上海	19970616
600089	特变电工	电气设备	新疆	19970618
600090	同济堂	医药商业	新疆	19970616
600091	ST明科	化工原料	内蒙	19970704
600093	禾嘉股份	汽车配件	四川	19970626
600094	大名城	区域地产	上海	19970703
600095	哈高科	区域地产	黑龙江	19970708
600096	云天化	农药化肥	云南	19970709
600097	开创国际	渔业	上海	19970619
600098	广州发展	火力发电	广东	19970718
600099	林海股份	摩托车	江苏	19970704
600100	同方股份	电脑设备	北京	19970627
600101	明星电力	水力发电	四川	19970627
600103	青山纸业	造纸	福建	19970703
600104	上汽集团	汽车整车	上海	19971125
600105	永鼎股份	通信设备	江苏	19970929
600106	重庆路桥	路桥	重庆	19970618
600107	美尔雅	服饰	湖北	19971106
600108	亚盛集团	农业综合	甘肃	19970818
600109	国金证券	证券	四川	19970807
600110	诺德股份	电气设备	吉林	19971007
600111	北方稀土	小金属	内蒙	19970924
600112	天成控股	电气设备	贵州	19971127
600113	浙江东日	区域地产	浙江	19971021
600114	东睦股份	机械基件	浙江	20040511
600115	东方航空	空运	上海	19971105
600116	三峡水利	水力发电	重庆	19970804
600117	西宁特钢	特种钢	青海	19971015
600118	中国卫星	航空	北京	19970908
600119	长江投资	仓储物流	上海	19980115
600120	浙江东方	商贸代理	浙江	19971201
600121	郑州煤电	煤炭开采	河南	19980107
600122	宏图高科	其他商业	江苏	19980420
600123	兰花科创	煤炭开采	山西	19981217
600125	铁龙物流	铁路	辽宁	19980511
600126	杭钢股份	普钢	浙江	19980311
600127	金健米业	农业综合	湖南	19980506
600128	弘业股份	商贸代理	江苏	19970901
600129	太极集团	中成药	重庆	19971118
600130	波导股份	通信设备	浙江	20000706
600131	岷江水电	水力发电	四川	19980402
600132	重庆啤酒	啤酒	重庆	19971030
600133	东湖高新	园区开发	湖北	19980212
600135	乐凯胶片	化工原料	河北	19980122
600136	当代明诚	影视音像	湖北	19980303
600137	浪莎股份	服饰	四川	19980416
600138	中青旅	旅游服务	北京	19971203
600139	西部资源	铜	四川	19980225
600141	兴发集团	化工原料	湖北	19990616
600143	金发科技	塑料	广东	20040623
600145	*ST新亿	陶瓷	新疆	19990923
600146	商赢环球	塑料	宁夏	19990707
600148	长春一东	汽车配件	吉林	19980520
600149	廊坊发展	综合类	河北	19991014
600150	中国船舶	船舶	上海	19980520
600151	航天机电	半导体	上海	19980605
600152	维科精华	纺织	浙江	19980609
600153	建发股份	商贸代理	福建	19980616
600155	宝硕股份	其他建材	河北	19980918
600156	华升股份	纺织	湖南	19980527
600157	永泰能源	煤炭开采	山西	19980513
600158	中体产业	文教休闲	天津	19980327
600159	大龙地产	区域地产	北京	19980526
600160	巨化股份	化工原料	浙江	19980626
600161	天坛生物	生物制药	北京	19980616
600162	香江控股	全国地产	深圳	19980609
600163	中闽能源	新型电力	福建	19980602
600165	新日恒力	钢加工	宁夏	19980529
600166	福田汽车	汽车整车	北京	19980602
600167	联美控股	供气供热	辽宁	19990128
600168	武汉控股	水务	湖北	19980427
600169	太原重工	工程机械	山西	19980904
600170	上海建工	建筑施工	上海	19980623
600171	上海贝岭	半导体	上海	19980924
600172	黄河旋风	矿物制品	河南	19981126
600173	卧龙地产	全国地产	浙江	19990415
600175	美都能源	综合类	浙江	19990408
600176	中国巨石	玻璃	浙江	19990422
600177	雅戈尔	服饰	浙江	19981119
600178	东安动力	汽车配件	黑龙江	19981014
600179	安通控股	仓储物流	黑龙江	19981104
600180	瑞茂通	仓储物流	山东	19980703
600182	S佳通	汽车配件	黑龙江	19990507
600183	生益科技	元器件	广东	19981028
600184	光电股份	专用机械	湖北	20031106
600185	格力地产	区域地产	广东	19990611
600186	莲花健康	食品	河南	19980825
600187	国中水务	水务	黑龙江	19981111
600188	兖州煤业	煤炭开采	山东	19980701
600189	吉林森工	林业	吉林	19981007
600190	锦州港	港口	辽宁	19990609
600191	华资实业	食品	内蒙	19981210
600192	长城电工	电气设备	甘肃	19981224
600193	创兴资源	装修装饰	上海	19990527
600195	中牧股份	饲料	北京	19990107
600196	复星医药	化学制药	上海	19980807
600197	伊力特	白酒	新疆	19990916
600198	大唐电信	通信设备	北京	19981021
600199	金种子酒	白酒	安徽	19980812
600200	江苏吴中	综合类	江苏	19990401
600201	生物股份	生物制药	内蒙	19990115
600202	哈空调	电气设备	黑龙江	19990603
600203	福日电子	元器件	福建	19990514
600206	有研新材	半导体	北京	19990319
600207	安彩高科	元器件	河南	19990714
600208	新湖中宝	全国地产	浙江	19990623
600209	罗顿发展	综合类	海南	19990325
600210	紫江企业	广告包装	上海	19990824
600211	西藏药业	中成药	西藏	19990721
600212	江泉实业	综合类	山东	19990817
600213	亚星客车	汽车整车	江苏	19990831
600215	长春经开	园区开发	吉林	19990909
600216	浙江医药	化学制药	浙江	19991021
600217	中再资环	环境保护	陕西	19991216
600218	全柴动力	农用机械	安徽	19981203
600219	南山铝业	铝	山东	19991223
600220	江苏阳光	纺织	江苏	19990927
600221	海南航空	空运	海南	19991125
600222	太龙药业	中成药	河南	19991105
600223	鲁商置业	区域地产	山东	20000113
600225	天津松江	区域地产	天津	20000127
600226	升华拜克	农药化肥	浙江	19991116
600227	赤天化	农药化肥	贵州	20000221
600228	*ST昌九	化工原料	江西	19990119
600229	城市传媒	出版业	山东	20000309
600230	沧州大化	农药化肥	河北	20000406
600231	凌钢股份	普钢	辽宁	20000511
600232	金鹰股份	纺织	浙江	20000602
600233	圆通速递	仓储物流	辽宁	20000608
600234	*ST山水	文教休闲	山西	20000615
600235	民丰特纸	造纸	浙江	20000615
600236	桂冠电力	水力发电	广西	20000323
600237	铜峰电子	元器件	安徽	20000609
600238	海南椰岛	红黄药酒	海南	20000120
600239	云南城投	区域地产	云南	19991202
600240	华业资本	全国地产	北京	20000628
600241	时代万恒	商贸代理	辽宁	20001128
600242	中昌数据	水运	广东	20001207
600243	青海华鼎	机床制造	青海	20001120
600246	万通地产	区域地产	北京	20000922
600247	ST成城	商贸代理	吉林	20001123
600248	延长化建	建筑施工	陕西	20000622
600249	两面针	日用化工	广西	20040130
600250	南纺股份	商贸代理	江苏	20010306
600251	冠农股份	农业综合	新疆	20030609
600252	中恒集团	中成药	广西	20001130
600255	鑫科材料	铜	安徽	20001122
600256	广汇能源	石油开采	新疆	20000526
600257	大湖股份	渔业	湖南	20000612
600258	首旅酒店	酒店餐饮	北京	20000601
600259	广晟有色	小金属	海南	20000525
600260	凯乐科技	通信设备	湖北	20000706
600261	阳光照明	家用电器	浙江	20000720
600262	北方股份	汽车整车	内蒙	20000630
600265	ST景谷	林业	云南	20000825
600266	北京城建	区域地产	北京	19990203
600267	海正药业	化学制药	浙江	20000725
600268	国电南自	电气设备	江苏	19991118
600269	赣粤高速	路桥	江西	20000518
600270	外运发展	仓储物流	北京	20001228
600271	航天信息	电脑设备	北京	20030711
600272	开开实业	服饰	上海	20010228
600273	嘉化能源	化工原料	浙江	20030627
600275	武昌鱼	农业综合	湖北	20000810
600276	恒瑞医药	化学制药	江苏	20001018
600277	亿利洁能	新型电力	内蒙	20000725
600278	东方创业	商贸代理	上海	20000712
600279	重庆港九	港口	重庆	20000731
600280	中央商场	百货	江苏	20000926
600281	太化股份	化工原料	山西	20001109
600282	南钢股份	普钢	江苏	20000919
600283	钱江水利	水务	浙江	20001018
600284	浦东建设	建筑施工	上海	20040316
600285	羚锐制药	中成药	河南	20001018
600287	江苏舜天	商贸代理	江苏	20000901
600288	大恒科技	软件服务	北京	20001129
600289	亿阳信通	软件服务	黑龙江	20000720
600290	华仪电气	电气设备	浙江	20001106
600291	西水股份	保险	内蒙	20000731
600292	远达环保	环境保护	重庆	20001101
600293	三峡新材	玻璃	湖北	20000919
600295	鄂尔多斯	小金属	内蒙	20010426
600297	广汇汽车	汽车服务	辽宁	20001116
600298	安琪酵母	食品	湖北	20000818
600299	安迪苏	化学制药	北京	20000420
600300	维维股份	软饮料	江苏	20000630
600301	*ST南化	化工原料	广西	20000712
600302	标准股份	纺织机械	陕西	20001213
600303	曙光股份	汽车整车	辽宁	20001226
600305	恒顺醋业	食品	江苏	20010206
600306	*ST商城	百货	辽宁	20001226
600307	酒钢宏兴	普钢	甘肃	20001220
600308	华泰股份	造纸	山东	20000928
600309	万华化学	化工原料	山东	20010105
600310	桂东电力	水力发电	广西	20010228
600311	荣华实业	黄金	甘肃	20010626
600312	平高电气	电气设备	河南	20010221
600313	农发种业	种植业	北京	20010119
600315	上海家化	日用化工	上海	20010315
600316	洪都航空	航空	江西	20001215
600317	营口港	港口	辽宁	20020131
600318	新力金融	多元金融	安徽	20001208
600319	亚星化学	化工原料	山东	20010326
600320	振华重工	工程机械	上海	20001221
600321	国栋建设	其他建材	四川	20010524
600322	天房发展	区域地产	天津	20010910
600323	瀚蓝环境	水务	广东	20001225
600325	华发股份	区域地产	广东	20040225
600326	西藏天路	建筑施工	西藏	20010116
600327	大东方	百货	江苏	20020625
600328	兰太实业	化工原料	内蒙	20001222
600329	中新药业	中成药	天津	20010606
600330	天通股份	元器件	浙江	20010118
600331	宏达股份	铅锌	四川	20011220
600332	白云山	中成药	广东	20010206
600333	长春燃气	供气供热	吉林	20001211
600335	国机汽车	汽车配件	天津	20010305
600336	澳柯玛	家用电器	山东	20001229
600337	美克家居	家居用品	新疆	20001127
600338	西藏珠峰	铅锌	西藏	20001227
600339	*ST油工	石油加工	新疆	20001225
600340	华夏幸福	区域地产	河北	20031230
600343	航天动力	航空	陕西	20030408
600345	长江通信	通信设备	湖北	20001222
600346	恒力股份	化纤	辽宁	20010820
600348	阳泉煤业	煤炭开采	山西	20030821
600350	山东高速	路桥	山东	20020318
600351	亚宝药业	中成药	山西	20020926
600352	浙江龙盛	染料涂料	浙江	20030801
600353	旭光股份	元器件	四川	20021120
600354	敦煌种业	种植业	甘肃	20040115
600355	精伦电子	元器件	湖北	20020613
600356	恒丰纸业	造纸	黑龙江	20010419
600358	国旅联合	旅游服务	江苏	20000922
600359	新农开发	农业综合	新疆	19990429
600360	华微电子	半导体	吉林	20010316
600361	华联综超	超市连锁	北京	20011129
600362	江西铜业	铜	江西	20020111
600363	联创光电	元器件	江西	20010329
600365	通葡股份	红黄药酒	吉林	20010115
600366	宁波韵升	电器仪表	浙江	20001030
600367	红星发展	化工原料	贵州	20010320
600368	五洲交通	路桥	广西	20001221
600369	西南证券	证券	重庆	20010109
600370	三房巷	纺织	江苏	20030306
600371	万向德农	种植业	黑龙江	20020916
600372	中航电子	航空	北京	20010706
600373	中文传媒	出版业	江西	20020304
600375	华菱星马	汽车整车	安徽	20030401
600376	首开股份	区域地产	北京	20010312
600377	宁沪高速	路桥	江苏	20010116
600378	天科股份	化工原料	四川	20010111
600379	宝光股份	电气设备	陕西	20020116
600380	健康元	化学制药	深圳	20010608
600381	青海春天	医疗保健	青海	20010508
600382	广东明珠	商贸代理	广东	20010118
600383	金地集团	全国地产	深圳	20010412
600385	山东金泰	黄金	山东	20010723
600386	北巴传媒	公共交通	北京	20010216
600387	海越股份	石油贸易	浙江	20040218
600388	龙净环保	环境保护	福建	20001229
600389	江山股份	农药化肥	江苏	20010110
600390	*ST金瑞	小金属	湖南	20010115
600391	成发科技	航空	四川	20011212
600392	盛和资源	小金属	山西	20030529
600393	粤泰股份	全国地产	广东	20010319
600395	盘江股份	煤炭开采	贵州	20010531
600396	金山股份	火力发电	辽宁	20010328
600397	安源煤业	煤炭开采	江西	20020702
600398	海澜之家	服饰	江苏	20001228
600399	抚顺特钢	特种钢	辽宁	20001229
600400	红豆股份	服饰	江苏	20010108
600401	海润光伏	半导体	江苏	20030924
600403	大有能源	煤炭开采	河南	20031009
600405	动力源	电气设备	北京	20040401
600406	国电南瑞	软件服务	江苏	20031016
600408	安泰集团	焦炭加工	山西	20030212
600409	三友化工	化工原料	河北	20030618
600410	华胜天成	软件服务	北京	20040427
600415	小商品城	商品城	浙江	20020509
600416	湘电股份	电气设备	湖南	20020718
600418	江淮汽车	汽车整车	安徽	20010824
600419	天润乳业	乳制品	新疆	20010628
600420	现代制药	化学制药	上海	20040616
600421	仰帆控股	机械基件	湖北	20040607
600422	昆药集团	中成药	云南	20001206
600423	柳化股份	农药化肥	广西	20030717
600425	青松建化	水泥	新疆	20030724
600426	华鲁恒升	农药化肥	山东	20020620
600428	中远海特	水运	广东	20020418
600429	三元股份	乳制品	北京	20030915
600432	*ST吉恩	小金属	吉林	20030905
600433	冠豪高新	造纸	广东	20030619
600435	北方导航	专用机械	北京	20030704
600436	片仔癀	中成药	福建	20030616
600438	通威股份	饲料	四川	20040302
600439	瑞贝卡	服饰	河南	20030710
600444	国机通用	塑料	安徽	20040219
600446	金证股份	软件服务	深圳	20031224
600448	华纺股份	纺织	山东	20010903
600449	宁夏建材	水泥	宁夏	20030829
600452	涪陵电力	水力发电	重庆	20040303
600455	博通股份	软件服务	陕西	20040329
600456	宝钛股份	小金属	陕西	20020412
600458	时代新材	塑料	湖南	20021219
600459	贵研铂业	小金属	云南	20030516
600460	士兰微	半导体	浙江	20030311
600461	洪城水业	水务	江西	20040601
600462	九有股份	元器件	深圳	20030903
600463	空港股份	园区开发	北京	20040318
600466	蓝光发展	区域地产	四川	20010212
600467	好当家	渔业	山东	20040405
600468	百利电气	电气设备	天津	20010615
600469	风神股份	汽车配件	河南	20031021
600470	六国化工	农药化肥	安徽	20040305
600475	华光股份	专用机械	江苏	20030721
600476	湘邮科技	软件服务	湖南	20031210
600477	杭萧钢构	钢加工	浙江	20031110
600478	科力远	元器件	湖南	20030918
600479	千金药业	中成药	湖南	20040312
600480	凌云股份	汽车配件	河北	20030815
600481	双良节能	环境保护	江苏	20030422
600482	中国动力	电气设备	河北	20040714
600483	福能股份	火力发电	福建	20040531
600485	信威集团	通信设备	北京	20030807
600486	扬农化工	农药化肥	江苏	20020425
600487	亨通光电	通信设备	江苏	20030822
600488	天药股份	化学制药	天津	20010618
600489	中金黄金	黄金	北京	20030814
600490	鹏欣资源	铜	上海	20030626
600491	龙元建设	建筑施工	浙江	20040524
600493	凤竹纺织	纺织	福建	20040421
600495	晋西车轴	运输设备	山西	20040526
600496	精工钢构	钢加工	安徽	20020605
600497	驰宏锌锗	铅锌	云南	20040420
600498	烽火通信	通信设备	湖北	20010823
600499	科达洁能	专用机械	广东	20021010
600500	中化国际	商贸代理	上海	20000301
600501	航天晨光	汽车配件	江苏	20010615
600502	安徽水利	建筑施工	安徽	20030415
600503	华丽家族	区域地产	上海	20020709
600505	西昌电力	水力发电	四川	20020530
600506	香梨股份	种植业	新疆	20011226
600507	方大特钢	特种钢	江西	20030930
600508	上海能源	煤炭开采	上海	20010829
600509	天富能源	火力发电	新疆	20020228
600510	黑牡丹	全国地产	江苏	20020618
600511	国药股份	医药商业	北京	20021127
600512	腾达建设	建筑施工	浙江	20021226
600513	联环药业	化学制药	江苏	20030319
600515	海航基础	百货	海南	20020806
600516	方大炭素	矿物制品	甘肃	20020830
600517	置信电气	电气设备	上海	20031010
600518	康美药业	中成药	广东	20010319
600519	贵州茅台	白酒	贵州	20010827
600520	*ST中发	机械基件	安徽	20020108
600521	华海药业	化学制药	浙江	20030304
600522	中天科技	通信设备	江苏	20021024
600523	贵航股份	汽车配件	贵州	20011227
600525	长园集团	电气设备	深圳	20021202
600526	菲达环保	环境保护	浙江	20020722
600527	江南高纤	化纤	江苏	20031127
600528	中铁工业	建筑施工	四川	20010528
600529	山东药玻	玻璃	山东	20020603
600530	交大昂立	医疗保健	上海	20010702
600531	豫光金铅	铅锌	河南	20020730
600532	宏达矿业	普钢	上海	20021031
600533	栖霞建设	区域地产	江苏	20020328
600535	天士力	中成药	天津	20020823
600536	中国软件	软件服务	北京	20020517
600537	亿晶光电	半导体	浙江	20030123
600538	国发股份	农药化肥	广西	20030114
600539	ST狮头	水泥	山西	20010824
600540	新赛股份	种植业	新疆	20040107
600543	莫高股份	红黄药酒	甘肃	20040324
600545	新疆城建	建筑施工	新疆	20031203
600546	*ST山煤	煤炭开采	山西	20030731
600547	山东黄金	黄金	山东	20030828
600548	深高速	路桥	深圳	20011225
600549	厦门钨业	小金属	福建	20021107
600550	保变电气	电气设备	河北	20010228
600551	时代出版	出版业	安徽	20020905
600552	凯盛科技	玻璃	安徽	20021108
600555	海航创新	旅游景点	海南	20010328
600556	ST慧球	软件服务	广西	20010807
600557	康缘药业	中成药	江苏	20020918
600558	大西洋	钢加工	四川	20010227
600559	老白干酒	白酒	河北	20021029
600560	金自天正	电气设备	北京	20020919
600561	江西长运	公路	江西	20020716
600562	国睿科技	通信设备	江苏	20030128
600563	法拉电子	元器件	福建	20021210
600565	迪马股份	全国地产	重庆	20020723
600566	济川药业	中成药	湖北	20010822
600567	山鹰纸业	造纸	安徽	20011218
600568	中珠医疗	区域地产	湖北	20010518
600569	安阳钢铁	普钢	河南	20010820
600570	恒生电子	软件服务	浙江	20031216
600571	信雅达	软件服务	浙江	20021101
600572	康恩贝	中成药	浙江	20040412
600573	惠泉啤酒	啤酒	福建	20030226
600575	皖江物流	水运	安徽	20030328
600576	万家文化	影视音像	浙江	20030220
600577	精达股份	电气设备	安徽	20020911
600578	京能电力	火力发电	北京	20020510
600579	天华院	化工机械	山东	20020809
600580	卧龙电气	电气设备	浙江	20020606
600581	*ST八钢	普钢	新疆	20020816
600582	天地科技	工程机械	北京	20020515
600583	海油工程	石油开采	天津	20020205
600584	长电科技	半导体	江苏	20030603
600585	海螺水泥	水泥	安徽	20020207
600586	金晶科技	玻璃	山东	20020815
600587	新华医疗	医疗保健	山东	20020927
600588	用友网络	软件服务	北京	20010518
600589	广东榕泰	塑料	广东	20010612
600590	泰豪科技	电气设备	江西	20020703
600592	龙溪股份	机械基件	福建	20020805
600593	大连圣亚	旅游景点	辽宁	20020711
600594	益佰制药	中成药	贵州	20040323
600595	中孚实业	铝	河南	20020626
600596	新安股份	农药化肥	浙江	20010906
600597	光明乳业	乳制品	上海	20020828
600598	北大荒	种植业	黑龙江	20020329
600599	熊猫金控	多元金融	湖南	20010828
600600	青岛啤酒	啤酒	山东	19930827
600601	方正科技	电脑设备	上海	19901219
600602	云赛智联	软件服务	上海	19901219
600603	*ST兴业	综合类	福建	19920113
600604	市北高新	园区开发	上海	19920327
600605	汇通能源	商贸代理	上海	19920327
600606	绿地控股	全国地产	上海	19920327
600608	上海科技	普钢	上海	19920327
600609	金杯汽车	汽车整车	辽宁	19920724
600610	中毅达	建筑施工	上海	19920805
600611	大众交通	公共交通	上海	19920807
600612	老凤祥	服饰	上海	19920814
600613	神奇制药	中成药	上海	19920820
600614	鹏起科技	综合类	上海	19920828
600615	丰华股份	小金属	上海	19920910
600616	金枫酒业	红黄药酒	上海	19920929
600617	国新能源	供气供热	山西	19921013
600618	氯碱化工	化工原料	上海	19921113
600619	海立股份	机械基件	上海	19921116
600620	天宸股份	综合类	上海	19921117
600621	华鑫股份	全国地产	上海	19921202
600622	嘉宝集团	区域地产	上海	19921203
600623	华谊集团	汽车配件	上海	19921204
600624	复旦复华	综合类	上海	19930105
600626	申达股份	纺织	上海	19930107
600628	新世界	百货	上海	19930119
600629	华建集团	建筑施工	上海	19930209
600630	龙头股份	纺织	上海	19930209
600633	浙报传媒	出版业	浙江	19930304
600634	富控互动	互联网	上海	19930304
600635	大众公用	供气供热	上海	19930304
600636	三爱富	化工原料	上海	19930316
600637	东方明珠	影视音像	上海	19930316
600638	新黄浦	区域地产	上海	19930326
600639	浦东金桥	园区开发	上海	19930326
600640	号百控股	酒店餐饮	上海	19930407
600641	万业企业	区域地产	上海	19930407
600642	申能股份	火力发电	上海	19930416
600643	爱建集团	多元金融	上海	19930426
600644	乐山电力	水力发电	四川	19930426
600645	中源协和	生物制药	天津	19930504
600647	同达创业	综合类	上海	19930504
600648	外高桥	园区开发	上海	19930504
600649	城投控股	区域地产	上海	19930518
600650	锦江投资	公共交通	上海	19930607
600651	飞乐音响	电器仪表	上海	19901219
600652	游久游戏	互联网	上海	19901219
600653	申华控股	汽车服务	上海	19901219
600654	中安消	软件服务	上海	19901219
600655	豫园商城	百货	上海	19920902
600657	信达地产	全国地产	北京	19930524
600658	电子城	园区开发	北京	19930524
600660	福耀玻璃	汽车配件	福建	19930610
600661	新南洋	文教休闲	上海	19930614
600662	强生控股	公共交通	上海	19930614
600663	陆家嘴	园区开发	上海	19930628
600664	哈药股份	化学制药	黑龙江	19930629
600665	天地源	全国地产	上海	19930709
600666	奥瑞德	元器件	重庆	19930712
600667	太极实业	半导体	江苏	19930728
600668	尖峰集团	水泥	浙江	19930728
600671	天目药业	中成药	浙江	19930823
600673	东阳光科	铝	广东	19930917
600674	川投能源	水力发电	四川	19930924
600675	中华企业	区域地产	上海	19930924
600676	交运股份	公共交通	上海	19930928
600677	航天通信	通信设备	浙江	19930928
600678	四川金顶	水泥	四川	19931008
600679	上海凤凰	文教休闲	上海	19931008
600680	上海普天	通信设备	上海	19931018
600681	百川能源	供气供热	湖北	19931018
600682	南京新百	百货	江苏	19931018
600683	京投发展	区域地产	浙江	19931025
600684	珠江实业	全国地产	广东	19931028
600685	中船防务	船舶	广东	19931028
600686	金龙汽车	汽车整车	福建	19931108
600687	刚泰控股	黄金	甘肃	19931108
600688	上海石化	石油加工	上海	19931108
600689	上海三毛	纺织	上海	19931108
600690	青岛海尔	家用电器	山东	19931119
600691	阳煤化工	农药化肥	山西	19931119
600692	亚通股份	水运	上海	19931119
600693	东百集团	百货	福建	19931122
600694	大商股份	百货	辽宁	19931122
600695	绿庭投资	多元金融	上海	19931122
600696	匹凸匹	区域地产	上海	19931206
600697	欧亚集团	百货	吉林	19931206
600698	湖南天雁	汽车配件	湖南	19931206
600699	均胜电子	汽车配件	浙江	19931206
600701	工大高新	综合类	黑龙江	19960528
600702	沱牌舍得	白酒	四川	19960524
600703	三安光电	半导体	湖北	19960528
600704	物产中大	商贸代理	浙江	19960606
600705	中航资本	多元金融	黑龙江	19960516
600706	曲江文旅	旅游服务	陕西	19960516
600707	彩虹股份	元器件	陕西	19960520
600708	光明地产	全国地产	上海	19960606
600711	盛屯矿业	小金属	福建	19960531
600712	南宁百货	百货	广西	19960626
600713	南京医药	医药商业	江苏	19960701
600714	金瑞矿业	煤炭开采	青海	19960606
600715	文投控股	影视音像	辽宁	19960701
600716	凤凰股份	区域地产	江苏	19960702
600717	天津港	港口	天津	19960614
600718	东软集团	软件服务	辽宁	19960618
600719	大连热电	供气供热	辽宁	19960716
600720	祁连山	水泥	甘肃	19960716
600721	百花村	焦炭加工	新疆	19960626
600722	金牛化工	化工原料	河北	19960626
600723	首商股份	百货	北京	19960716
600724	宁波富达	区域地产	浙江	19960716
600725	ST云维	焦炭加工	云南	19960702
600726	华电能源	火力发电	黑龙江	19960701
600727	鲁北化工	农药化肥	山东	19960702
600728	佳都科技	软件服务	广东	19960716
600729	重庆百货	百货	重庆	19960702
600730	中国高科	综合类	北京	19960726
600731	湖南海利	农药化肥	湖南	19960802
600733	S前锋	区域地产	四川	19960816
600734	实达集团	电脑设备	福建	19960808
600735	新华锦	商贸代理	山东	19960726
600736	苏州高新	园区开发	江苏	19960815
600737	中粮糖业	食品	新疆	19960731
600738	兰州民百	百货	甘肃	19960802
600739	辽宁成大	商贸代理	辽宁	19960819
600740	山西焦化	焦炭加工	山西	19960808
600741	华域汽车	汽车配件	上海	19960826
600742	一汽富维	汽车配件	吉林	19960826
600743	华远地产	区域地产	北京	19960909
600744	华银电力	火力发电	湖南	19960905
600745	中茵股份	通信设备	湖北	19960828
600746	江苏索普	化工原料	江苏	19960918
600747	大连控股	多元金融	辽宁	19960916
600748	上实发展	全国地产	上海	19960925
600749	西藏旅游	旅游景点	西藏	19961015
600750	江中药业	中成药	江西	19960923
600751	天海投资	水运	天津	19960909
600753	东方银星	批发业	河南	19960927
600754	锦江股份	酒店餐饮	上海	19961011
600755	厦门国贸	商贸代理	福建	19961003
600756	浪潮软件	软件服务	山东	19960923
600757	长江传媒	出版业	湖北	19961003
600758	红阳能源	煤炭开采	辽宁	19961029
600759	洲际油气	石油开采	海南	19961008
600760	中航黑豹	汽车整车	山东	19961011
600761	安徽合力	工程机械	安徽	19961009
600763	通策医疗	医疗保健	浙江	19961030
600764	中电广通	通信设备	北京	19961104
600765	中航重机	机械基件	贵州	19961106
600766	园城黄金	黄金	山东	19961028
600767	运盛医疗	医疗保健	上海	19961115
600768	宁波富邦	铝	浙江	19961111
600769	祥龙电业	建筑施工	湖北	19961101
600770	综艺股份	综合类	江苏	19961120
600771	广誉远	中成药	青海	19961105
600773	西藏城投	区域地产	西藏	19961108
600774	汉商集团	百货	湖北	19961108
600775	南京熊猫	通信设备	江苏	19961118
600776	东方通信	通信设备	浙江	19961126
600777	新潮能源	综合类	山东	19961121
600778	友好集团	百货	新疆	19961203
600779	水井坊	白酒	四川	19961206
600780	通宝能源	火力发电	山西	19961205
600781	辅仁药业	中成药	河南	19961218
600782	新钢股份	钢加工	江西	19961225
600783	鲁信创投	矿物制品	山东	19961225
600784	鲁银投资	普钢	山东	19961225
600785	新华百货	百货	宁夏	19970108
600787	中储股份	仓储物流	天津	19970121
600789	鲁抗医药	化学制药	山东	19970226
600790	轻纺城	商品城	浙江	19970228
600791	京能置业	全国地产	北京	19970130
600792	云煤能源	焦炭加工	云南	19970123
600793	宜宾纸业	造纸	四川	19970220
600794	保税科技	仓储物流	江苏	19970306
600795	国电电力	火力发电	辽宁	19970318
600796	钱江生化	农药化肥	浙江	19970408
600797	浙大网新	软件服务	浙江	19970418
600798	宁波海运	水运	浙江	19970423
600800	天津磁卡	综合类	天津	19931206
600801	华新水泥	水泥	湖北	19940103
600802	福建水泥	水泥	福建	19940103
600803	新奥股份	农药化肥	河北	19940103
600804	鹏博士	电信运营	四川	19940103
600805	悦达投资	综合类	江苏	19940103
600806	*ST昆机	机床制造	云南	19940103
600807	天业股份	区域地产	山东	19940103
600808	马钢股份	普钢	安徽	19940106
600809	山西汾酒	白酒	山西	19940106
600810	神马股份	化纤	河南	19940106
