代码	名称	细分行业	地区	上市日期
002180	艾派克	电脑设备	广东	20071113
002181	粤 传 媒	出版业	广东	20071116
002182	云海金属	小金属	江苏	20071113
002183	怡 亚 通	仓储物流	深圳	20071113
002184	海得控制	软件服务	上海	20071116
002185	华天科技	半导体	甘肃	20071120
002186	全 聚 德	酒店餐饮	北京	20071120
002187	广百股份	百货	广东	20071122
002188	巴士在线	广告包装	浙江	20071122
002189	利达光电	元器件	河南	20071203
002190	成飞集成	汽车配件	四川	20071203
002191	劲嘉股份	广告包装	深圳	20071205
002192	融捷股份	专用机械	广东	20071205
002193	山东如意	纺织	山东	20071207
002194	武汉凡谷	通信设备	湖北	20071207
002195	二三四五	软件服务	上海	20071212
002196	方正电机	纺织机械	浙江	20071212
002197	证通电子	电器仪表	深圳	20071218
002198	嘉应制药	中成药	广东	20071218
002199	东晶电子	元器件	浙江	20071221
002200	云投生态	环境保护	云南	20071221
002201	九鼎新材	玻璃	江苏	20071226
002202	金风科技	电气设备	新疆	20071226
002203	海亮股份	铜	浙江	20080116
002204	大连重工	专用机械	辽宁	20080116
002205	国统股份	其他建材	新疆	20080123
002206	海 利 得	化纤	浙江	20080123
002207	准油股份	石油开采	新疆	20080128
002208	合肥城建	区域地产	安徽	20080128
002209	达 意 隆	轻工机械	广东	20080130
002210	飞马国际	仓储物流	深圳	20080130
002211	宏达新材	橡胶	江苏	20080201
002212	南洋股份	电气设备	广东	20080201
002213	特 尔 佳	汽车配件	深圳	20080201
002214	大立科技	电器仪表	浙江	20080218
002215	诺 普 信	农药化肥	深圳	20080218
002216	三全食品	食品	河南	20080220
002217	合力泰	元器件	山东	20080220
002218	拓日新能	半导体	深圳	20080228
002219	恒康医疗	中成药	甘肃	20080306
002220	天宝股份	食品	辽宁	20080228
002221	东华能源	石油贸易	江苏	20080306
002222	福晶科技	元器件	福建	20080319
002223	鱼跃医疗	医疗保健	江苏	20080418
002224	三 力 士	橡胶	浙江	20080425
002225	濮耐股份	其他建材	河南	20080425
002226	江南化工	化工原料	安徽	20080506
002227	奥 特 迅	电气设备	深圳	20080506
002228	合兴包装	广告包装	福建	20080508
002229	鸿博股份	广告包装	福建	20080508
002230	科大讯飞	软件服务	安徽	20080512
002231	奥维通信	通信设备	辽宁	20080512
002232	启明信息	软件服务	吉林	20080509
002233	塔牌集团	水泥	广东	20080516
002234	民和股份	农业综合	山东	20080516
002235	安妮股份	造纸	福建	20080516
002236	大华股份	电器仪表	浙江	20080520
002237	恒邦股份	黄金	山东	20080520
002238	天威视讯	影视音像	深圳	20080526
002239	奥特佳	汽车配件	江苏	20080522
002240	威华股份	家居用品	广东	20080523
002241	歌尔股份	元器件	山东	20080522
002242	九阳股份	家用电器	山东	20080528
002243	通产丽星	塑料	深圳	20080528
002244	滨江集团	区域地产	浙江	20080529
002245	澳洋顺昌	仓储物流	江苏	20080605
002246	北化股份	化工原料	四川	20080605
002247	帝龙文化	装修装饰	浙江	20080612
002248	华东数控	机床制造	山东	20080612
002249	大洋电机	电气设备	广东	20080619
002250	联化科技	化工原料	浙江	20080619
002251	步 步 高	超市连锁	湖南	20080619
002252	上海莱士	生物制药	上海	20080623
002253	川大智胜	软件服务	四川	20080623
002254	泰和新材	化纤	山东	20080625
002255	海陆重工	专用机械	江苏	20080625
002256	兆新股份	染料涂料	深圳	20080625
002258	利尔化学	农药化肥	四川	20080708
002259	升达林业	家居用品	四川	20080716
002260	德奥通航	航空	广东	20080716
002261	拓维信息	互联网	湖南	20080723
002262	恩华药业	化学制药	江苏	20080723
002263	大 东 南	塑料	浙江	20080728
002264	新 华 都	超市连锁	福建	20080731
002265	西仪股份	汽车配件	云南	20080806
002266	浙富控股	电气设备	浙江	20080806
002267	陕天然气	供气供热	陕西	20080813
002268	卫 士 通	软件服务	四川	20080811
002269	美邦服饰	服饰	上海	20080828
002270	华明装备	电气设备	山东	20080905
002271	东方雨虹	其他建材	北京	20080910
002272	川润股份	机械基件	四川	20080919
002273	水晶光电	元器件	浙江	20080919
002274	华昌化工	农药化肥	江苏	20080925
002275	桂林三金	中成药	广西	20090710
002276	万马股份	电气设备	浙江	20090710
002277	友阿股份	百货	湖南	20090717
002278	神开股份	化工机械	上海	20090811
002279	久其软件	软件服务	北京	20090811
002280	联络互动	软件服务	浙江	20090821
002281	光迅科技	通信设备	湖北	20090821
002282	博深工具	轻工机械	河北	20090821
002283	天润曲轴	汽车配件	山东	20090821
002284	亚太股份	汽车配件	浙江	20090828
002285	世联行	房产服务	深圳	20090828
002286	保龄宝	食品	山东	20090828
002287	奇正藏药	中成药	西藏	20090828
002288	超华科技	元器件	广东	20090903
002289	*ST宇顺	元器件	深圳	20090903
002290	中科新材	家用电器	江苏	20090903
002291	星期六	服饰	广东	20090903
002292	奥飞娱乐	影视音像	广东	20090910
002293	罗莱生活	纺织	江苏	20090910
002294	信立泰	化学制药	深圳	20090910
002295	精艺股份	铜	广东	20090929
002296	辉煌科技	通信设备	河南	20090929
002297	博云新材	矿物制品	湖南	20090929
002298	中电鑫龙	软件服务	安徽	20090929
002299	圣农发展	农业综合	福建	20091021
002300	太阳电缆	电气设备	福建	20091021
002301	齐心集团	文教休闲	深圳	20091021
002302	西部建设	水泥	新疆	20091103
002303	美盈森	造纸	深圳	20091103
002304	洋河股份	白酒	江苏	20091106
002305	南国置业	区域地产	湖北	20091106
002306	中科云网	酒店餐饮	北京	20091111
002307	北新路桥	建筑施工	新疆	20091111
002308	威创股份	电脑设备	广东	20091127
002309	中利集团	电气设备	江苏	20091127
002310	东方园林	建筑施工	北京	20091127
002311	海大集团	饲料	广东	20091127
002312	三泰控股	电脑设备	四川	20091203
002313	日海通讯	通信设备	深圳	20091203
002314	南山控股	区域地产	深圳	20091203
002315	焦点科技	互联网	江苏	20091209
002316	键桥通讯	软件服务	深圳	20091209
002317	众生药业	中成药	广东	20091211
002318	久立特材	特种钢	浙江	20091211
002319	乐通股份	染料涂料	广东	20091211
002320	海峡股份	水运	海南	20091216
002321	华英农业	农业综合	河南	20091216
002322	理工环科	环境保护	浙江	20091218
002323	雅百特	建筑施工	江苏	20091218
002324	普利特	塑料	上海	20091218
002325	洪涛股份	装修装饰	深圳	20091222
002326	永太科技	化工原料	浙江	20091222
002327	富安娜	纺织	深圳	20091230
002328	新朋股份	汽车配件	上海	20091230
002329	皇氏集团	乳制品	广西	20100106
002330	得利斯	食品	山东	20100106
002331	皖通科技	软件服务	安徽	20100106
002332	仙琚制药	生物制药	浙江	20100112
002333	罗普斯金	铝	江苏	20100112
002334	英威腾	电气设备	深圳	20100113
002335	科华恒盛	电气设备	福建	20100113
002336	*ST人乐	超市连锁	深圳	20100113
002337	赛象科技	化工机械	天津	20100115
002338	奥普光电	电器仪表	吉林	20100115
002339	积成电子	电气设备	山东	20100122
002340	格林美	小金属	深圳	20100122
002341	新纶科技	化工原料	深圳	20100122
002342	巨力索具	机械基件	河北	20100126
002343	慈文传媒	影视音像	浙江	20100126
002344	海宁皮城	商品城	浙江	20100126
002345	潮宏基	服饰	广东	20100128
002346	柘中股份	电气设备	上海	20100128
002347	泰尔股份	机械基件	安徽	20100128
002348	高乐股份	文教休闲	广东	20100203
002349	精华制药	中成药	江苏	20100203
002350	北京科锐	电气设备	北京	20100203
002351	漫步者	电脑设备	深圳	20100205
002352	顺丰控股	仓储物流	安徽	20100205
002353	杰瑞股份	化工机械	山东	20100205
002354	天神娱乐	互联网	辽宁	20100209
002355	兴民智通	汽车配件	山东	20100209
002356	赫美集团	服饰	深圳	20100209
002357	富临运业	公路	四川	20100210
002358	森源电气	电气设备	河南	20100210
002359	齐星铁塔	钢加工	山东	20100210
002360	同德化工	化工原料	山西	20100303
002361	神剑股份	化工原料	安徽	20100303
002362	汉王科技	电脑设备	北京	20100303
002363	隆基机械	汽车配件	山东	20100305
002364	中恒电气	电气设备	浙江	20100305
002365	永安药业	化学制药	湖北	20100305
002366	台海核电	专用机械	四川	20100312
002367	康力电梯	运输设备	江苏	20100312
002368	太极股份	软件服务	北京	20100312
002369	卓翼科技	通信设备	深圳	20100316
002370	亚太药业	化学制药	浙江	20100316
002371	北方华创	半导体	北京	20100316
002372	伟星新材	其他建材	浙江	20100318
002373	千方科技	软件服务	北京	20100318
002374	丽鹏股份	建筑施工	山东	20100318
002375	亚厦股份	装修装饰	浙江	20100323
002376	新北洋	电脑设备	山东	20100323
002377	国创高新	石油加工	湖北	20100323
002378	章源钨业	小金属	江西	20100331
002379	*ST鲁丰	铝	山东	20100331
002380	科远股份	电气设备	江苏	20100331
002381	双箭股份	橡胶	浙江	20100402
002382	蓝帆医疗	医疗保健	山东	20100402
002383	合众思壮	通信设备	北京	20100402
002384	东山精密	通信设备	江苏	20100409
002385	大北农	饲料	北京	20100409
002386	天原集团	化工原料	四川	20100409
002387	黑牛食品	软饮料	广东	20100413
002388	新亚制程	元器件	深圳	20100413
002389	南洋科技	元器件	浙江	20100413
002390	信邦制药	中成药	贵州	20100416
002391	长青股份	农药化肥	江苏	20100416
002392	北京利尔	其他建材	北京	20100423
002393	力生制药	化学制药	天津	20100423
002394	联发股份	纺织	江苏	20100423
002395	双象股份	塑料	江苏	20100429
002396	星网锐捷	通信设备	福建	20100623
002397	梦洁股份	纺织	湖南	20100429
002398	建研集团	其他建材	福建	20100506
002399	海普瑞	化学制药	深圳	20100506
002400	省广股份	广告包装	广东	20100506
002401	中海科技	软件服务	上海	20100506
002402	和而泰	元器件	深圳	20100511
002403	爱仕达	家用电器	浙江	20100511
002404	嘉欣丝绸	纺织	浙江	20100511
002405	四维图新	软件服务	北京	20100518
002406	远东传动	汽车配件	河南	20100518
002407	多氟多	化工原料	河南	20100518
002408	齐翔腾达	化工原料	山东	20100518
002409	雅克科技	化工原料	江苏	20100525
002410	广联达	软件服务	北京	20100525
002411	必康股份	化学制药	江苏	20100525
002412	汉森制药	中成药	湖南	20100525
002413	雷科防务	通信设备	江苏	20100528
002414	高德红外	电器仪表	湖北	20100716
002415	海康威视	电器仪表	浙江	20100528
002416	爱施德	电器连锁	深圳	20100528
002417	三元达	通信设备	福建	20100601
002418	康盛股份	机械基件	浙江	20100601
002419	天虹商场	百货	深圳	20100601
002420	毅昌股份	塑料	广东	20100601
002421	达实智能	软件服务	深圳	20100603
002422	科伦药业	化学制药	四川	20100603
002423	*ST中特	特种钢	河南	20100603
002424	贵州百灵	中成药	贵州	20100603
002425	凯撒文化	服饰	广东	20100608
002426	胜利精密	元器件	江苏	20100608
002427	尤夫股份	化纤	浙江	20100608
002428	云南锗业	小金属	云南	20100608
002429	兆驰股份	家用电器	深圳	20100610
002430	杭氧股份	化工机械	浙江	20100610
002431	棕榈股份	建筑施工	广东	20100610
002432	九安医疗	医疗保健	天津	20100610
002433	太安堂	中成药	广东	20100618
002434	万里扬	汽车配件	浙江	20100618
002435	长江润发	机械基件	江苏	20100618
002436	兴森科技	元器件	深圳	20100618
002437	誉衡药业	化学制药	黑龙江	20100623
002438	江苏神通	机械基件	江苏	20100623
002439	启明星辰	软件服务	北京	20100623
002440	闰土股份	染料涂料	浙江	20100706
002441	众业达	批发业	广东	20100706
002442	龙星化工	化工原料	河北	20100706
002443	金洲管道	钢加工	浙江	20100706
002444	巨星科技	轻工机械	浙江	20100713
002445	中南文化	影视音像	江苏	20100713
002446	盛路通信	通信设备	广东	20100713
002447	壹桥股份	渔业	辽宁	20100713
002448	中原内配	汽车配件	河南	20100716
002449	国星光电	半导体	广东	20100716
002450	康得新	化工原料	江苏	20100716
002451	摩恩电气	电气设备	上海	20100720
002452	长高集团	电气设备	湖南	20100720
002453	天马精化	化工原料	江苏	20100720
002454	松芝股份	汽车配件	上海	20100720
002455	百川股份	化工原料	江苏	20100803
002456	欧菲光	元器件	深圳	20100803
002457	青龙管业	塑料	宁夏	20100803
002458	益生股份	农业综合	山东	20100810
002459	天业通联	工程机械	河北	20100810
002460	赣锋锂业	小金属	江西	20100810
002461	珠江啤酒	啤酒	广东	20100818
002462	嘉事堂	医药商业	北京	20100818
002463	沪电股份	元器件	江苏	20100818
002464	金利科技	互联网	江苏	20100831
002465	海格通信	通信设备	广东	20100831
002466	天齐锂业	小金属	四川	20100831
002467	二六三	电信运营	北京	20100908
002468	申通快递	仓储物流	浙江	20100908
002469	三维工程	建筑施工	山东	20100908
002470	金正大	农药化肥	山东	20100908
002471	中超控股	电气设备	江苏	20100910
002472	双环传动	机械基件	浙江	20100910
002473	圣莱达	家用电器	浙江	20100910
002474	榕基软件	软件服务	福建	20100915
002475	立讯精密	元器件	深圳	20100915
002476	宝莫股份	化工原料	山东	20100915
002477	雏鹰农牧	农业综合	河南	20100915
002478	常宝股份	普钢	江苏	20100921
002479	富春环保	火力发电	浙江	20100921
002480	新筑股份	机械基件	四川	20100921
002481	双塔食品	食品	山东	20100921
002482	广田集团	装修装饰	深圳	20100929
002483	润邦股份	工程机械	江苏	20100929
002484	江海股份	元器件	江苏	20100929
002485	希努尔	服饰	山东	20101015
002486	嘉麟杰	服饰	上海	20101015
002487	大金重工	钢加工	辽宁	20101015
002488	金固股份	汽车配件	浙江	20101021
002489	浙江永强	家居用品	浙江	20101021
002490	山东墨龙	化工机械	山东	20101021
002491	通鼎互联	通信设备	江苏	20101021
002492	恒基达鑫	仓储物流	广东	20101102
002493	荣盛石化	化纤	浙江	20101102
002494	华斯股份	服饰	河北	20101102
002495	佳隆股份	食品	广东	20101102
002496	辉丰股份	农药化肥	江苏	20101109
002497	雅化集团	化工原料	四川	20101109
002498	汉缆股份	电气设备	山东	20101109
002499	科林环保	环境保护	江苏	20101109
002500	山西证券	证券	山西	20101115
002501	利源精制	铝	吉林	20101117
002502	骅威文化	影视音像	广东	20101117
002503	搜于特	服饰	广东	20101117
002504	弘高创意	装修装饰	北京	20101118
002505	大康农业	农业综合	湖南	20101118
002506	协鑫集成	半导体	上海	20101118
002507	涪陵榨菜	食品	重庆	20101123
002508	老板电器	家用电器	浙江	20101123
002509	天广中茂	专用机械	福建	20101123
002510	天汽模	汽车配件	天津	20101125
002511	中顺洁柔	造纸	广东	20101125
002512	达华智能	元器件	广东	20101203
002513	*ST蓝丰	农药化肥	江苏	20101203
002514	宝馨科技	机械基件	江苏	20101203
002515	金字火腿	食品	浙江	20101203
002516	旷达科技	纺织	江苏	20101207
002517	恺英网络	互联网	福建	20101207
002518	科士达	电器仪表	深圳	20101207
002519	银河电子	通信设备	江苏	20101207
002520	日发精机	机床制造	浙江	20101210
002521	齐峰新材	造纸	山东	20101210
002522	浙江众成	塑料	浙江	20101210
002523	天桥起重	工程机械	湖南	20101210
002524	光正集团	供气供热	新疆	20101217
002526	山东矿机	工程机械	山东	20101217
002527	新时达	电器仪表	上海	20101224
002528	英飞拓	电脑设备	深圳	20101224
002529	海源机械	专用机械	福建	20101224
002530	丰东股份	专用机械	江苏	20101231
002531	天顺风能	电气设备	江苏	20101231
002532	新界泵业	农用机械	浙江	20101231
002533	金杯电工	电气设备	湖南	20101231
002534	杭锅股份	专用机械	浙江	20110110
002535	林州重机	工程机械	河南	20110111
002536	西泵股份	汽车配件	河南	20110111
002537	海立美达	汽车整车	山东	20110110
002538	司尔特	农药化肥	安徽	20110118
002539	云图控股	农药化肥	四川	20110118
002540	亚太科技	铝	江苏	20110118
002541	鸿路钢构	钢加工	安徽	20110118
002542	中化岩土	建筑施工	北京	20110128
002543	万和电气	家用电器	广东	20110128
002544	杰赛科技	软件服务	广东	20110128
002545	东方铁塔	钢加工	山东	20110211
002546	新联电子	电气设备	江苏	20110211
002547	春兴精工	通信设备	江苏	20110218
002548	金新农	饲料	深圳	20110218
002549	凯美特气	环境保护	湖南	20110218
002550	千红制药	生物制药	江苏	20110218
002551	尚荣医疗	医疗保健	深圳	20110225
002552	宝鼎科技	机械基件	浙江	20110225
002553	南方轴承	汽车配件	江苏	20110225
002554	惠博普	石油开采	北京	20110225
002555	三七互娱	互联网	安徽	20110302
002556	辉隆股份	其他商业	安徽	20110302
002557	洽洽食品	食品	安徽	20110302
002558	世纪游轮	旅游服务	重庆	20110302
002559	亚威股份	机床制造	江苏	20110303
002560	通达股份	电气设备	河南	20110303
002561	徐家汇	百货	上海	20110303
002562	兄弟科技	化工原料	浙江	20110310
002563	森马服饰	服饰	浙江	20110311
002564	天沃科技	化工机械	江苏	20110310
002565	顺灏股份	造纸	上海	20110318
002566	益盛药业	中成药	吉林	20110318
002567	唐人神	饲料	湖南	20110325
002568	百润股份	红黄药酒	上海	20110325
002569	步森股份	服饰	浙江	20110412
002570	贝因美	乳制品	浙江	20110412
002571	德力股份	玻璃	安徽	20110412
002572	索菲亚	家居用品	广东	20110412
002573	清新环境	环境保护	北京	20110422
002574	明牌珠宝	服饰	浙江	20110422
002575	群兴玩具	文教休闲	广东	20110422
002576	通达动力	电气设备	江苏	20110428
002577	雷柏科技	电脑设备	深圳	20110428
002578	闽发铝业	铝	福建	20110428
002579	中京电子	元器件	广东	20110506
002580	圣阳股份	电气设备	山东	20110506
002581	未名医药	生物制药	山东	20110520
002582	好想你	食品	河南	20110520
002583	海能达	通信设备	深圳	20110527
002584	西陇科学	化工原料	广东	20110602
002585	双星新材	塑料	江苏	20110602
002586	围海股份	建筑施工	浙江	20110602
002587	奥拓电子	元器件	深圳	20110610
002588	史丹利	农药化肥	山东	20110610
002589	瑞康医药	医药商业	山东	20110610
002590	万安科技	汽车配件	浙江	20110610
002591	恒大高新	化工原料	江西	20110621
002592	八菱科技	汽车配件	广西	20111111
002593	日上集团	汽车配件	福建	20110628
002594	比亚迪	汽车整车	深圳	20110630
002595	豪迈科技	专用机械	山东	20110628
002596	海南瑞泽	其他建材	海南	20110707
002597	金禾实业	化工原料	安徽	20110707
002598	山东章鼓	机械基件	山东	20110707
002599	盛通股份	广告包装	北京	20110715
002600	江粉磁材	元器件	广东	20110715
002601	龙蟒佰利	化工原料	河南	20110715
002602	世纪华通	汽车配件	浙江	20110728
002603	以岭药业	中成药	河北	20110728
002604	龙力生物	食品	山东	20110728
002605	姚记扑克	文教休闲	上海	20110805
002606	大连电瓷	电气设备	辽宁	20110805
002607	亚夏汽车	汽车服务	安徽	20110810
002608	*ST舜船	船舶	江苏	20110810
002609	捷顺科技	软件服务	深圳	20110815
002610	爱康科技	电气设备	江苏	20110815
002611	东方精工	轻工机械	广东	20110830
002612	朗姿股份	服饰	北京	20110830
002613	北玻股份	专用机械	河南	20110830
002614	蒙发利	医疗保健	福建	20110909
002615	哈尔斯	家居用品	浙江	20110909
002616	长青集团	环境保护	广东	20110920
002617	露笑科技	电气设备	浙江	20110920
002618	丹邦科技	元器件	深圳	20110920
002619	巨龙管业	水泥	浙江	20110929
002620	瑞和股份	装修装饰	深圳	20110929
002621	三垒股份	专用机械	辽宁	20110929
002622	融钰集团	电气设备	吉林	20111018
002623	亚玛顿	玻璃	江苏	20111013
002624	完美世界	影视音像	浙江	20111028
002625	龙生股份	汽车配件	浙江	20111103
002626	金达威	食品	福建	20111028
002627	宜昌交运	公路	湖北	20111103
002628	成都路桥	建筑施工	四川	20111103
002629	仁智股份	石油开采	浙江	20111103
002630	华西能源	专用机械	四川	20111111
002631	德尔未来	家居用品	江苏	20111111
002632	道明光学	化工原料	浙江	20111122
002633	申科股份	机械基件	浙江	20111122
002634	棒杰股份	服饰	浙江	20111205
002635	安洁科技	电脑设备	江苏	20111125
002636	金安国纪	元器件	上海	20111125
002637	赞宇科技	日用化工	浙江	20111125
002638	勤上股份	半导体	广东	20111125
002639	雪人股份	专用机械	福建	20111205
002640	跨境通	服饰	山西	20111208
002641	永高股份	塑料	浙江	20111208
002642	荣之联	软件服务	北京	20111220
002643	万润股份	化工原料	山东	20111220
002644	佛慈制药	中成药	甘肃	20111222
002645	华宏科技	专用机械	江苏	20111220
002646	青青稞酒	白酒	青海	20111222
002647	宏磊股份	电气设备	浙江	20111228
002648	卫星石化	化工原料	浙江	20111228
002649	博彦科技	软件服务	北京	20120106
002650	加加食品	食品	湖南	20120106
002651	利君股份	专用机械	四川	20120106
002652	扬子新材	其他建材	江苏	20120119
002653	海思科	化学制药	西藏	20120117
002654	万润科技	半导体	深圳	20120217
002655	共达电声	元器件	山东	20120217
002656	摩登大道	服饰	广东	20120228
002657	中科金财	软件服务	北京	20120228
002658	雪迪龙	环境保护	北京	20120309
002659	中泰桥梁	建筑施工	江苏	20120309
002660	茂硕电源	电气设备	深圳	20120316
002661	克明面业	食品	湖南	20120316
002662	京威股份	汽车配件	北京	20120309
002663	普邦股份	建筑施工	广东	20120316
002664	信质电机	汽车配件	浙江	20120316
002665	首航节能	电气设备	北京	20120327
002666	德联集团	化工原料	广东	20120327
002667	鞍重股份	工程机械	辽宁	20120329
002668	奥马电器	家用电器	广东	20120416
002669	康达新材	化工原料	上海	20120416
002670	国盛金控	多元金融	广东	20120416
002671	龙泉股份	其他建材	山东	20120426
002672	东江环保	环境保护	广东	20120426
002673	西部证券	证券	陕西	20120503
002674	兴业科技	纺织	福建	20120507
002675	东诚药业	化学制药	山东	20120525
002676	顺威股份	塑料	广东	20120525
002677	浙江美大	家用电器	浙江	20120525
002678	珠江钢琴	文教休闲	广东	20120530
002679	福建金森	林业	福建	20120605
002680	长生生物	生物制药	江苏	20120605
002681	奋达科技	家用电器	深圳	20120605
002682	龙洲股份	公路	福建	20120612
002683	宏大爆破	化工原料	广东	20120612
002684	猛狮科技	电气设备	广东	20120612
002685	华东重机	工程机械	江苏	20120612
002686	亿利达	专用机械	浙江	20120703
002687	乔治白	服饰	浙江	20120713
002688	金河生物	化学制药	内蒙	20120713
002689	远大智能	运输设备	辽宁	20120717
002690	美亚光电	专用机械	安徽	20120731
002691	冀凯股份	专用机械	河北	20120731
002692	睿康股份	电气设备	江苏	20120808
002693	双成药业	化学制药	海南	20120808
002694	顾地科技	塑料	湖北	20120816
002695	煌上煌	食品	江西	20120905
002696	百洋股份	渔业	广西	20120905
002697	红旗连锁	超市连锁	四川	20120905
002698	博实股份	化工机械	黑龙江	20120911
002699	美盛文化	服饰	浙江	20120911
002700	新疆浩源	供气供热	新疆	20120921
002701	奥瑞金	广告包装	北京	20121011
002702	海欣食品	食品	福建	20121011
002703	浙江世宝	汽车配件	浙江	20121102
002705	新宝股份	家用电器	广东	20140121
002706	良信电器	电气设备	上海	20140121
002707	众信旅游	旅游服务	北京	20140123
002708	光洋股份	汽车配件	江苏	20140121
002709	天赐材料	化工原料	广东	20140123
002711	欧浦智网	仓储物流	广东	20140127
002712	思美传媒	广告包装	浙江	20140123
002713	东易日盛	装修装饰	北京	20140219
002714	牧原股份	农业综合	河南	20140128
002715	登云股份	汽车配件	广东	20140219
002716	金贵银业	小金属	湖南	20140128
002717	岭南园林	建筑施工	广东	20140219
002718	友邦吊顶	家居用品	浙江	20140128
002719	麦趣尔	乳制品	新疆	20140128
002721	金一文化	服饰	北京	20140127
002722	金轮股份	纺织机械	江苏	20140128
002723	金莱特	家用电器	广东	20140129
002724	海洋王	半导体	深圳	20141104
002725	跃岭股份	汽车配件	浙江	20140129
002726	龙大肉食	食品	山东	20140626
002727	一心堂	医药商业	云南	20140702
002728	特一药业	中成药	广东	20140731
002729	好利来	元器件	福建	20140912
002730	电光科技	电气设备	浙江	20141009
002731	萃华珠宝	服饰	辽宁	20141104
002732	燕塘乳业	乳制品	广东	20141205
002733	雄韬股份	电气设备	深圳	20141203
002734	利民股份	农药化肥	江苏	20150127
002735	王子新材	塑料	深圳	20141203
002736	国信证券	证券	深圳	20141229
002737	葵花药业	中成药	黑龙江	20141230
002738	中矿资源	建筑施工	北京	20141230
002739	万达院线	影视音像	北京	20150122
002740	爱迪尔	服饰	深圳	20150122
002741	光华科技	化工原料	广东	20150216
002742	三圣股份	其他建材	重庆	20150217
002743	富煌钢构	钢加工	安徽	20150217
002745	木林森	半导体	广东	20150217
002746	仙坛股份	农业综合	山东	20150216
002747	埃斯顿	机械基件	江苏	20150320
002748	世龙实业	化工原料	江西	20150319
002749	国光股份	农药化肥	四川	20150320
002750	龙津药业	中成药	云南	20150324
002751	易尚展示	家居用品	深圳	20150424
002752	昇兴股份	广告包装	福建	20150422
002753	永东股份	化工原料	山西	20150519
002755	东方新星	建筑施工	北京	20150515
002756	永兴特钢	特种钢	浙江	20150515
002757	南兴装备	家居用品	广东	20150527
002758	华通医药	医药商业	浙江	20150527
002759	天际股份	家用电器	广东	20150528
002760	凤形股份	机械基件	安徽	20150611
002761	多喜爱	纺织	湖南	20150610
002762	金发拉比	服饰	广东	20150610
002763	汇洁股份	服饰	深圳	20150610
002765	蓝黛传动	汽车配件	重庆	20150612
002766	索菱股份	汽车配件	深圳	20150611
002767	先锋电子	电器仪表	浙江	20150612
002768	国恩股份	塑料	山东	20150630
002769	普路通	仓储物流	深圳	20150629
002770	科迪乳业	乳制品	河南	20150630
002771	真视通	软件服务	北京	20150629
002772	众兴菌业	种植业	甘肃	20150626
002773	康弘药业	中成药	四川	20150626
002775	文科园林	建筑施工	深圳	20150629
002776	柏堡龙	服饰	广东	20150626
002777	久远银海	软件服务	四川	20151231
002778	高科石化	石油加工	江苏	20160106
002779	中坚科技	农用机械	浙江	20151209
002780	三夫户外	其他商业	北京	20151209
002781	奇信股份	装修装饰	深圳	20151222
002782	可立克	电气设备	深圳	20151222
002783	凯龙股份	化工原料	湖北	20151209
002785	万里石	其他建材	福建	20151223
002786	银宝山新	专用机械	深圳	20151223
002787	华源控股	广告包装	江苏	20151231
002788	鹭燕医药	医药商业	福建	20160218
002789	建艺集团	装修装饰	深圳	20160311
002790	瑞尔特	家居用品	福建	20160308
002791	坚朗五金	其他建材	广东	20160329
002792	通宇通讯	通信设备	广东	20160328
002793	东音股份	专用机械	浙江	20160415
002795	永和智控	机械基件	浙江	20160428
002796	世嘉科技	专用机械	江苏	20160510
002797	第一创业	证券	深圳	20160511
002798	帝王洁具	家居用品	四川	20160525
002799	环球印务	广告包装	陕西	20160608
002800	天顺股份	仓储物流	新疆	20160530
002801	微光股份	电气设备	浙江	20160622
002802	洪汇新材	化工原料	江苏	20160629
002803	吉宏股份	广告包装	福建	20160712
002805	丰元股份	化工原料	山东	20160707
002806	华锋股份	元器件	广东	20160726
002807	江阴银行	银行	江苏	20160902
002808	苏州恒久	元器件	江苏	20160812
002809	红墙股份	化工原料	广东	20160823
002810	山东赫达	化工原料	山东	20160826
002811	亚泰国际	装修装饰	深圳	20160908
002812	创新股份	广告包装	云南	20160914
002813	路畅科技	汽车配件	深圳	20161012
002815	崇达技术	半导体	深圳	20161012
002816	和科达	专用机械	深圳	20161025
002817	黄山胶囊	化学制药	安徽	20161025
002818	富森美	房产服务	四川	20161109
002819	东方中科	电器仪表	北京	20161111
002820	桂发祥	食品	天津	20161118
002821	凯莱英	生物制药	天津	20161118
002822	中装建设	装修装饰	深圳	20161129
002823	凯中精密	机械基件	深圳	20161124
002824	和胜股份	铝	广东	20170112
002825	纳尔股份	化工原料	上海	20161129
002826	易明医药	化学制药	西藏	20161209
002827	高争民爆	化工原料	西藏	20161209
002828	贝肯能源	石油开采	新疆	20161208
002829	星网宇达	通信设备	北京	20161213
002830	名雕股份	装修装饰	深圳	20161213
002831	裕同科技	广告包装	深圳	20161216
002832	比音勒芬	服饰	广东	20161223
002833	弘亚数控	专用机械	广东	20161228
002835	同为股份	元器件	深圳	20161228
002836	新宏泽	广告包装	广东	20161229
002837	英维克	专用机械	深圳	20161229
002838	道恩股份	塑料	山东	20170106
002839	张家港行	银行	江苏	20170124
002840	华统股份	食品	浙江	20170110
002841	视源股份	元器件	广东	20170119
002842	翔鹭钨业	小金属	广东	20170119
002843	泰嘉股份	钢加工	湖南	20170120
002845	同兴达	元器件	深圳	20170125
002846	英联股份	广告包装	广东	20170207
002847	盐津铺子	食品	湖南	20170208
002848	高斯贝尔	通信设备	湖南	20170213
