时间,前流通盘,后流通盘,前总股本,后总股本
2017/5/5,383439668.3,408421600.5,525271071.7,561334543.4
2017/5/4,383439668.3,408421600.5,525271071.7,561334543.4
2017/5/3,383439668.3,408421600.5,525271071.7,561334543.4
2017/5/2,383439668.3,408421600.5,525271071.7,561334543.4
2017/4/28,383439668.3,408421600.5,525271071.7,561334543.4
2017/4/27,383439668.3,408421600.5,525271071.7,561334543.4
2017/4/26,383439668.3,408421600.5,525271071.7,561334543.4
2017/4/25,383439668.3,408421600.5,525271071.7,561334543.4
2017/4/24,383439668.3,408421600.5,525271071.7,561334543.4
2017/4/21,383435033.3,408392676.7,525268998.2,561288372.1
2017/4/20,383425963.2,408391678.6,525198525.2,561288371.1
2017/4/19,383417247.5,408286967.2,525085851,561288641.1
2017/4/18,383048342.5,407948090.8,525021221.6,560827201.5
2017/4/17,382969542.2,407730663,524971546.5,560419339.2
2017/4/14,382598023.5,407608369.2,524523963.6,560261193.6
2017/4/13,382568129.2,407530553,524486556.6,560172870.8
2017/4/12,382547748.4,407523161.3,524388381.8,560163663.7
2017/4/11,382498709.9,407490464.7,524352927.8,560163802.6
2017/4/10,382498710.7,407477681,524352936,560151122
2017/4/7,382267815.4,406455989.5,524090522.4,560143372
2017/4/6,382244096.1,406381186.5,523790631.7,559868063.3
2017/4/5,382228156.8,406377419.3,523757549.7,559864522.3
2017/3/31,382210548.3,406359746.2,523716735.6,559854431.7
2017/3/30,381939404.6,406189623.7,523339386.8,559846734.3
2017/3/29,381917908.3,406191550.6,523293642.2,559834627.8
2017/3/28,381517696.5,406188196.9,523183802.3,559664571.3
2017/3/27,381516701.9,406122352.9,523183070.3,559655621
2017/3/24,381382790.5,405917231.9,523013276.1,559546039.3
2017/3/23,381350950.9,405901119.6,522931475.6,559526063.8
2017/3/22,381124421.5,405740526.8,522594682.6,559470629.3
2017/3/21,381108725.9,405708504.1,522579053.8,559442488.8
2017/3/20,381030157.5,405690131.6,522530595.3,559429710.6
2017/3/17,380832885.9,405552229.2,522327597.9,559371562.7
2017/3/16,380843678.2,405530491.4,522269057.8,559263175.4
2017/3/15,380811190.9,405498079.4,522203027.6,559234100.6
2017/3/14,380799169.5,405492267.6,522179564.8,559217034.6
2017/3/13,380718571.8,405429607.5,522114327.3,559147352
2017/3/10,380690752.6,405415503.4,522049937.1,559076057.2
2017/3/9,380675060.8,405389586.9,522016618.9,559038689.8
2017/3/8,380674991.4,405384491,521970052.8,559035141.5
2017/3/7,380661028.8,405370432.7,521962118.3,559024591.2
2017/3/6,380640098.5,405363749.5,521950918.3,559006805.9
2017/3/3,380620483.7,405228495.7,521889239.8,558711134.4
2017/3/2,380620396.9,405182328.4,521882922.8,558694938.1
2017/3/1,380578967.6,405178536,521881914,558645247.4
2017/2/28,380574779.9,405175615.4,521881242.3,558637783.1
2017/2/27,380453981.7,405165729.6,521710250,558568320.7
2017/2/24,380413091.1,404591343.2,521626160.2,557973187.9
2017/2/23,380400488,404582866.4,521599170.7,557970874.9
2017/2/22,380318744.2,404584648.5,521599160.4,557937711.5
2017/2/21,380293992.8,404637825.5,521493598.5,557949560.5
2017/2/20,380317884.5,404618062.7,521433385.3,557728882.6
2017/2/17,380185111.1,404501125.9,521258171.2,557662087.7
2017/2/16,380145387.7,404446610.6,521220365.9,557610009.9
2017/2/15,380125436.5,404430592,521219028.1,557610022.1
2017/2/14,380006824.4,404352362.2,521058406.6,556825562.6
2017/2/13,380006215,404342185.3,521042575.2,556797120.8
2017/2/10,379963965.1,404056805.9,520955964.2,556630592.9
2017/2/9,379958197.5,404059312.5,520955860,556616793.5
2017/2/8,379951017.3,404021487.3,520953906,556493287.8
2017/2/7,379933761.2,404000084.3,520936513.2,556338651.6
2017/2/6,379931288,403960773.8,520924899.9,556265833.3
2017/2/3,379909690.6,403789174.4,520853156.9,556244247.8
2017/1/26,379712042.7,403681792.8,520563036.3,556241214.6
2017/1/25,379521549,403650156.2,520389214.2,556125160.6
2017/1/24,379521050.2,403588691.1,520387952.8,555991382.6
2017/1/23,379310118.2,403455891.9,520099099,555758631.2
2017/1/20,379263069.2,403313815.5,520046775.1,554211014.5
2017/1/19,379108646.6,403296895.7,519586947.9,553763172.8
2017/1/18,379065376.3,403248603.7,519489293,553662791.8
2017/1/17,378744727.8,403111181.6,519413540.2,553268510.1
2017/1/16,378758088.2,403052460.2,519010125.7,553129490.6
2017/1/13,378593812.1,403021995.6,518849657.4,552247636.5
2017/1/12,378578971.9,402998092.3,518833526,552199034.5
2017/1/11,378538384.4,402961201.6,518710608,552075354.2
2017/1/10,378517359.7,402943282.9,518693379.7,552026460.1
2017/1/9,378454697.7,402866698.5,518641590.4,551893367.1
2017/1/6,377704478.7,402447108,517747034.6,551840784.6
2017/1/5,377601180.6,402419367.6,517677701.2,551491362.6
2017/1/4,377518592.4,402377058,517494933.6,551424854.1
2017/1/3,377419914.9,402338679.3,517441082.1,551312050
2016/12/30,377237010.6,402105606.3,517254340.7,550892784.5
2016/12/29,377022525.9,401986023.5,516999358.9,550854952.1
2016/12/28,376860404.7,401616339.5,516331622.3,550767526.6
2016/12/27,376724006.5,401508543.9,515902560,550503725.7
2016/12/26,376716014.7,401477257.8,515776451,550382961.2
2016/12/23,376589184.7,401328916.5,515573202.7,550242857.1
2016/12/22,376368793.4,401272761.3,515307970.6,550080730
2016/12/21,376344540.4,401241685.3,515243621.3,550048250.6
2016/12/20,376277286.4,401231001.8,515170422.1,550004513.7
2016/12/19,376095280.6,401195621.7,514909046.8,549916458.4
2016/12/16,375988071.6,401051532.5,514638854,549832125.9
2016/12/15,375870126.5,401011875.3,514529149.9,549726193.4
2016/12/14,375740452.5,400976157.5,514264512.5,549704339.1
2016/12/13,375740364.8,400947166.9,514223744.4,549690918.9
2016/12/12,375707539.8,400740179.2,514077082.9,549336025.6
2016/12/9,375555442,400686632.4,513890889.7,549309461.1
2016/12/8,375545684.2,400662040.9,513846348,549183004.3
2016/12/7,375536644.4,400639486.2,513671725.1,549150756.4
2016/12/6,375079002.4,400619483,513113737.6,548921273
2016/12/5,375032314.8,400547655.8,513036050.6,548491020.3
2016/12/2,374310670.2,400405276,511966527.9,548415749.8
2016/12/1,374206756.4,400383678,511858989.1,548301863.8
2016/11/30,374177852,400378092.4,511856276.7,548262337.2
2016/11/29,374144281,400360340.7,511856199.7,548237573.4
2016/11/28,374142301.7,400334261.5,511848270.8,548085764.8
2016/11/25,374038682.6,400279374.1,511708233.4,548085780.9
2016/11/24,373869185.9,400070137.9,511571985.6,548058095.9
2016/11/23,373854050.8,400067729.2,511563857.5,548025323.8
2016/11/22,373824070.2,400059238,511528665.5,548001304.1
2016/11/21,373821435.1,400047060.4,511003167.7,547926251.4
2016/11/18,373787305.4,400026682.8,510947547.1,547825161.3
2016/11/17,373767941.3,399931479.1,510893361.1,547694505.2
2016/11/16,373736227.4,399881967.3,510842009.3,547666910.4
2016/11/15,373726345.8,399774910.8,510829652.9,547035307.7
2016/11/14,373690875.3,399730013.9,510741302.4,546983619.5
2016/11/11,373582277.8,399681873.9,510598647.7,546926031.9
2016/11/10,373331543.8,399658008.3,510200001.2,546869229.7
2016/11/9,373079253.3,399623682.3,510199958.1,546803820.5
2016/11/8,373033199.7,399593384.4,510107004,546735747.7
2016/11/7,372937029.3,399653644.7,509992538.7,546729149.7
2016/11/4,372857915,399633187.6,509748990.3,546584314.3
2016/11/3,372852071.9,399621869,509734949.2,546572919.4
2016/11/2,372694211,399636161,509396283.5,546459319
2016/11/1,372648521,399371222.9,509261533.5,546443539.3
2016/10/31,372639959.2,399357837.9,509235999.6,546406284.9
2016/10/28,372613798,399342438.6,509083816.7,546392120.1
2016/10/27,372610196.1,399265249.9,509045514.1,546217674.3
2016/10/26,372504604.7,399196095.2,508787174.1,545939877
2016/10/25,372498952.2,399043909.6,508778448.6,545675700.7
2016/10/24,372490147,399033759.1,508775371.1,545629359.8
2016/10/21,372484888.1,398970586.6,508536154.2,545360514.8
2016/10/20,372396214,398704420.6,508198412.5,545181296
2016/10/19,372397361.6,398701023.8,508197071.5,545169221
2016/10/18,372372154.9,398700215.2,508115872.6,545104191.7
2016/10/17,372351877.1,398590752.9,508079700.5,544909416.9
2016/10/14,372338127.9,398580115.3,508060628.1,544857315.3
2016/10/13,372300785.4,398532206.2,507908926.7,544769037.2
2016/10/12,372152633.9,398507275,507902839.1,544663304.5
2016/10/11,372101684,398376901.6,507871539.3,544212258.8
2016/10/10,372061534.4,398372561.1,507791716.3,544039945.3
2016/9/30,372060839.5,398367824.8,507784645.1,543922150.6
2016/9/29,371984620.8,398333746.5,507577619,543595026.1
2016/9/28,371830361.6,398275067.3,507150403.7,543045280.9
2016/9/27,371778471.1,397830024.6,506967099.5,542545240.4
2016/9/26,371754658.6,397666838.7,506922035.8,541717661.2
2016/9/23,371590987.6,397553517.1,506693064.4,541451925
2016/9/22,371483729.8,397462454.7,506648541.3,541158987.5
2016/9/21,371196981.1,397076157.4,506083873.9,540938931.7
2016/9/20,371175925.1,397071354.2,506079370.7,540927842.5
2016/9/19,371168604.4,397056509.7,506048264.4,540740550.8
2016/9/14,371037214.6,396548693.2,505839008.2,540442956.7
2016/9/13,371012114.7,396514682.4,505830982.9,540327411.6
2016/9/12,370992596.5,396482601.6,505774592.6,540236791.6
2016/9/9,370902326.4,396440315.2,505678816.3,540168203.5
2016/9/8,370880252.5,396364549.6,505659460,539936009.8
2016/9/7,370846101.9,396232822,505505882.3,539743627.4
2016/9/6,370845718.6,396231609.4,505402648.3,539690095.4
2016/9/5,370824289.2,396201759.3,505331577.3,539556532.5
2016/9/2,370819934.3,396168779.2,505312849.8,539511845
2016/9/1,370783417,396134376.3,505276200.8,539253176.3
2016/8/31,370632981.6,396036789.7,505043274.9,539089164.6
2016/8/30,370628860.6,395998499.9,505029525.1,539077973.3
2016/8/29,370530688.1,395756075.2,504918211.5,538752394.1
2016/8/26,370430481.9,395671872.1,504722817.5,538665166.5
2016/8/25,370379012.4,395656126.8,504722817.5,538632245.2
2016/8/24,370372051.2,395619355.8,504720846.5,538629477.3
2016/8/23,370368430.7,395617808.2,504716740.5,538621061.2
2016/8/22,370339435.8,395612233.2,504672281.6,538554744
2016/8/19,370200345.1,395478845.8,504671575.8,538452224.8
2016/8/18,370124145.2,395449724.5,504562630,538363650.7
2016/8/17,370065591.2,395396705.4,504505956,538317574.6
2016/8/16,370060762,395393563.2,504497573.2,538274984.8
2016/8/15,370026426.2,395343563.2,504453459.2,538015029.3
2016/8/12,369976783,395307608.2,504302245.3,537805499.9
2016/8/11,369609984.8,395109268.9,504078715.6,537635515.6
2016/8/10,369284516.1,395105215.3,504054486.6,537618332.5
2016/8/9,369238629.3,394718886,503954341.3,537154277.5
2016/8/8,368904086.8,394658730.3,503467184.7,536799429.6
2016/8/5,368867727.6,394473957.3,503332607,536630195.6
2016/8/4,368779601.1,394417148.4,503261045.6,536580759.8
2016/8/3,368736119.1,394413831.4,503200406.6,536564859.8
2016/8/2,368725016.7,394410205.4,503113406.6,536511247.8
2016/8/1,368669925.4,394286893.3,503029969.8,535298056.1
2016/7/29,368593524.2,393843365.4,502858584.3,534537712.4
2016/7/28,368427297.5,393732614.2,502500317,534404779.3
2016/7/27,368344784.3,393640755.2,502398409.1,534278791.5
2016/7/26,368263025,393479765.5,502245940.3,534061670.9
2016/7/25,368237655.1,393475899,502224185.8,534022474.7
2016/7/22,368194494.6,393398762.5,501973472.5,533690988.6
2016/7/21,368128652.2,393350905.9,501934980.7,533574919.1
2016/7/20,368100585.8,393285917.3,501917185.2,533510389.1
2016/7/19,368011277.8,393263211.6,501768961.2,533490671
2016/7/18,367812995.6,393158804.9,501093502.1,533313047.1
2016/7/15,367743140.2,392899646.9,500899704.9,532991272.7
2016/7/14,367228198.1,392113363.3,500718883.6,532595161.1
2016/7/13,365594292.2,391943595.5,499324159.3,532586159
2016/7/12,364704356.7,391892861.2,499120488.5,532555945.4
2016/7/11,364640732.6,391813102.4,498988784.8,532445599.8
2016/7/8,364300511.6,391502476.8,498502481.7,532127014
2016/7/7,363806925.9,391361418.3,498216115.9,531959851.8
2016/7/6,363665051.6,390614256.6,497955269,530974273.5
2016/7/5,363417335.4,390069185.4,497866108.7,529756099.9
2016/7/4,363365967.1,389955118.9,497732122.8,529622984.4
2016/7/1,363318115.7,389890618.7,497630531.3,529561150
2016/6/30,363185140.1,389791215.5,497448269.6,529451016.5
2016/6/29,359269134.3,389237878.7,491107332.8,528355461.6
2016/6/28,358918656.2,388849246.1,489771243.6,528292042.3
2016/6/27,358034144.4,388798024.3,489261890,528147004.1
2016/6/24,357564311,388569300.5,488606881.7,527846087.9
2016/6/23,357355304.9,387889577.4,488128392.4,527147893.1
2016/6/22,357121931,386105568.6,487377646.2,526583432.6
2016/6/21,356753068.7,385885344.4,486931104.3,526394826.2
2016/6/20,356247302,385632853.1,486550160.6,525992290.3
2016/6/17,355714260.1,385222067.2,485755592.8,525639058.4
2016/6/16,354746861.4,384971756,485370194.4,525231580.1
2016/6/15,354541391.1,384306738.2,484790000.2,524520291.4
2016/6/14,354185282.4,383889002.2,484409452.5,523887081.3
2016/6/13,354136402.7,383725306.5,484220292.5,523622995.7
2016/6/8,353594063.8,383324902.2,482396762.3,523148913.4
2016/6/7,353091426.9,383023476.2,481749394.7,522541247.2
2016/6/6,352935565.5,382772321,481474710.1,521977125.2
2016/6/3,352531330.8,382602728.4,481198976.8,521333690.6
2016/6/2,352330817.1,382330233.9,480985041.4,521016553.1
2016/6/1,352263605.9,382073574.9,480916090.4,520646604.3
2016/5/31,352184965.3,381807144.8,480728342.4,520192290.4
2016/5/30,351495446.5,381253366.8,479827755.9,519368266.8
2016/5/27,351092333,380832653.5,479054643.2,518782441.4
2016/5/26,350971996.8,380335162.1,478650965.5,518150185.4
2016/5/25,350863162.5,380024566.1,478462589.3,517772968.8
2016/5/24,350428109.8,379517001.2,477951119.5,517505608.1
2016/5/23,350363718.8,379306451.6,477811603.8,517147483.3
2016/5/20,350232394.9,378641379.4,477504673.8,516609021.3
2016/5/19,350035209.8,378401256.1,477276191.2,516164518.8
2016/5/18,349693367.9,377959515.7,476866748.3,515507116.9
2016/5/17,349623128.8,377539783.4,476736800.2,514796843.6
2016/5/16,349420246.5,377248232.9,476410195.3,514286049.7
2016/5/13,349001802.9,376215627.5,475514351.7,513651934.4
2016/5/12,348962579.6,375998778,475417380.1,513345530.6
2016/5/11,348784471.1,375567554.6,475086914.9,512668083.2
2016/5/10,348611023.6,375169991.9,474847049.8,511864899.3
2016/5/9,348543476.3,374926746.9,474696099.5,511461113.9
2016/5/6,348418792.9,374687111,474547735.1,511179174.2
2016/5/5,348303033.8,374108039.9,474495442.3,510293515.4
2016/5/4,348271223.2,373909338.5,474433385.8,510034037.6
2016/5/3,348248232.8,373768830.7,474355740.1,509812907.3
2016/4/29,348195952.7,373513195.4,474266191.7,509422243.9
2016/4/28,348163507.8,373326386.7,474198755.5,508879934.3
2016/4/27,348117905.1,373272870,474180002,508723277.2
2016/4/26,348064000.9,373058522.1,474087511.2,508323146.6
2016/4/25,347609552.3,372675513.1,473586516.8,508056002.3
2016/4/22,347524174.3,372520104.7,473410580.9,507889456.5
2016/4/21,347464055.9,372471297.3,473278904,507787528.2
2016/4/20,347386487.4,372472402.2,473051694.9,507627487.2
2016/4/19,346929796.2,372424210,472698161.8,507342659.1
2016/4/18,346893339.3,372345643.2,472661158,507242266.9
2016/4/15,346765273.5,371961002.5,472585376.5,506754531.4
2016/4/14,346614936,371885719,472168704.3,506621157.7
2016/4/13,346556775.3,371784240.8,471814868.4,506504670.9
2016/4/12,346333943.6,371762938.8,471549908,506425853.8
2016/4/11,346196494.4,371462106.3,471419189.7,506095726.3
2016/4/8,346116184.6,371331238.3,471193112.1,505970460.8
2016/4/7,346034673.3,371278555.2,471109746.2,505863089.6
2016/4/6,346001064.8,371287128.8,471082155.6,505796435.4
2016/4/5,345958435.2,371129038.8,470913377.7,505556258.9
2016/4/1,345909839.1,371089352.3,470812655,505451747.8
2016/3/31,345862570.2,370919397.9,470715460.7,505294380.9
2016/3/30,345729036.8,370880822,470543026.9,505202033.3
2016/3/29,345725687.8,370806962.3,470397419.9,505156102.5
2016/3/28,345694478.9,370667333.6,470357181.1,504953431.9
2016/3/25,345579232.1,370535532.7,470251424.8,504695145.8
2016/3/24,345536671.5,370468917.5,470197101.3,504590741.5
2016/3/23,345505295.4,370412367.3,470152404.6,504531323.5
2016/3/22,345332266.7,370298467.2,470084540.2,504468493.5
2016/3/21,345217464.4,370292257.2,470076705.4,504414547.7
2016/3/18,345173032.3,370217411,470006817.5,504378927.5
2016/3/17,344781363.8,370082519.9,469983376.7,504159150
2016/3/16,344702192.1,370095191,469937399.5,503968516.7
2016/3/15,344700000.9,370093303.1,469863964.6,503843309.5
2016/3/14,344489842.7,369941889.7,469863949.7,503694417.5
2016/3/11,344376934.1,369893352.6,469740351.5,503668537.7
2016/3/10,344375490.4,369855918.6,469731151,503585939
2016/3/9,344326857.4,369819546.1,469665326,503533042.2
2016/3/8,344279722.1,369798943.2,469646998.2,503509032.2
2016/3/7,344234386.1,369739372.1,469553539.2,503395553.6
2016/3/4,344221437.2,369734062,469533463.3,503378009.9
2016/3/3,344220343.7,369724513.6,469527009.3,503372006.8
2016/3/2,344220314.9,369587642.9,469392838.7,503357732.2
2016/3/1,344148157,369538856.6,469262441.7,503328122.6
2016/2/29,344140185.6,369470134.4,469250768.3,503200834.9
2016/2/26,344051088.6,369454720.7,469181154.9,503193344.7
2016/2/25,344027957.5,369447830.3,469144643,503165954.4
2016/2/24,343971093,369127360.1,468990070.3,503085390.2
2016/2/23,343946025.6,369099821.3,468988520,503064777.9
2016/2/22,343946027.4,369098363.6,468988373.7,503064777.9
2016/2/19,343920054.4,368959146,468958258.4,503064777.9
2016/2/18,343920054.4,368957522.7,468935106.1,503061977.9
2016/2/17,343913751.7,368943011.9,468880430.2,503016395
2016/2/16,343895465.5,368926433.1,468812092.1,502722470.7
2016/2/15,343891776.1,368925813.3,468811911.4,502722677.5
2016/2/5,343776620.8,368720962,468565436.8,502615236.6
2016/2/4,343231518.2,368641098.5,467935084.4,502470830.3
2016/2/3,343206330.2,368349536.7,467810082.4,502403353.3
2016/2/2,343183796.4,368348464.4,467794481,502250168.9
2016/2/1,343107537.7,368354603.9,467779402.1,502133431.2
2016/1/29,343092724.1,368211440.8,467779362.1,502056724.1
2016/1/28,343032620.3,368204553,467534137.2,502020193.7
2016/1/27,342877869.9,368140399.2,467241235,502003928.3
2016/1/26,342834182.2,368091000.3,467135292.8,501976773.3
2016/1/25,342817776.4,367877285.8,466948475.9,501970989.3
2016/1/22,342713002.7,367835255.6,466837275.9,501935124.7
2016/1/21,342684103,367792530.5,466770925.9,501916057
2016/1/20,342495808.8,367740328.6,466489400.4,501824113.2
2016/1/19,342427321.9,367721058.1,466479663.4,501723579.3
2016/1/18,342424302.9,367723801.1,466436303.6,501697903.5
2016/1/15,342414118.7,367677469.4,466402008.1,501677205.1
2016/1/14,342379737.8,367666226,466388338.3,501601360
2016/1/13,342336881,367261132.4,466294289.4,501102314
2016/1/12,342231633.9,367247156.6,466173009.4,501095316.3
2016/1/11,342139072.1,367222291.1,466060968,501072764.5
2016/1/8,341880449,367077173.2,465697134.8,501039265
2016/1/7,341806782.1,366897536.7,465532102,500774819.1
2016/1/6,341626841.6,366894821.8,465346061.3,500712247.2
2016/1/5,341571418.5,366885153.5,465255223.5,500608372.5
2016/1/4,341383766.8,366885492.7,465124486.5,500535181.3
2015/12/31,341236232.9,366819750,464947072.2,500435644.4
2015/12/30,336995385.9,366613081.7,458628624.8,500040780.4
2015/12/29,336891669,366267241.1,458551461.3,499252979
2015/12/28,336666414.9,366237344.4,458413458.6,498480354.3
2015/12/25,336605390,366128322.1,458352583.3,498334362.5
2015/12/24,336534632.5,366026962,458286000.3,498199037.6
2015/12/23,336528505.2,366021618.6,458273946.2,498165130.8
2015/12/22,336528508.2,365917829.2,458227303.3,498109299
2015/12/21,336499764.4,365895790.5,458183753.6,497991885.5
2015/12/18,336371937.2,365882860.7,458031938,497978852.2
2015/12/17,336313321.7,365858283.4,458019110.7,497835317.6
2015/12/16,336311289.1,365838156,457967600.3,497713060.6
2015/12/15,335060804.6,365829994.4,456668533.8,497552178.9
2015/12/14,335051228.7,365808107.3,456569978.5,497509978.7
2015/12/11,334699897.7,365802087,456104226.8,497415504.3
2015/12/10,334676397.5,365760064.3,456033540.3,497371670.1
2015/12/9,334660323.2,365728452.9,456033540.3,497290654.2
2015/12/8,334653024,365683101.6,456033661.2,497212606.3
2015/12/7,334599754.6,365489910.4,455756637.6,497145975.5
2015/12/4,334278548.4,365400199,455556800.3,497115678.8
2015/12/3,334194289.4,365301560.5,455303487.1,496867370.2
2015/12/2,334141232.2,365125502.7,455150697.3,496851208.5
2015/12/1,334003367,365119285.7,455009409.7,496742664.4
2015/11/30,333979608.6,365113353.3,454964125.6,496733959.7
2015/11/27,333953891.7,365089277,454904780.9,496684085.2
2015/11/26,333807885.5,365086705.3,454718228.7,496650022.2
2015/11/25,333725700.6,365075572.6,454545472.8,496605460.1
2015/11/24,333716908.4,365058613,454531678.3,496508156.1
2015/11/23,333633822.7,365039149.2,454425910.2,496501437.2
2015/11/20,333531937.8,364999108.5,454234173.1,496492452
2015/11/19,333454432.1,365008680.2,454086466.6,496446923.2
2015/11/18,333231852.7,364991040.6,453828925.2,496425178
2015/11/17,333057818.8,364957019.1,453535765,496270844.7
2015/11/16,332775130.7,364833050.7,453153580.9,496217479.2
2015/11/13,332771171.4,364794424.4,453109420,496022483.5
2015/11/12,332416422.8,363816107.2,453022560.4,494767488
2015/11/11,332366269.5,363804243.8,452968956,494693076.8
2015/11/10,332315563,363751252,452905639.7,494582893
2015/11/9,332299818.3,363742180.2,452866614.9,494582893
2015/11/6,332188161.3,363631849.3,452729410.3,494562586.1
2015/11/5,332079744.8,363580781.8,452362910.6,494518419
2015/11/4,331804653.8,363575193.1,451945710.2,494448148.3
2015/11/3,331789900.5,363495859,451896586.2,494422770.2
2015/11/2,331752889,363485683.8,451896393.2,494422953.6
2015/10/30,331729512.8,363427695.6,451858556.8,494016872.1
2015/10/29,331694330.9,363425653.7,451793485.5,494016842.5
2015/10/28,331676742.2,363338555.1,451777850.7,493896793.4
2015/10/27,331543575.2,363209815.9,451641733.6,493549808.6
2015/10/26,331460070.6,363217831.9,451572526.6,493425332.6
2015/10/23,331338812,363147066.6,451403633.6,493398261.7
2015/10/22,331329726.3,363117368,451386509.5,493357165.1
2015/10/21,331169383.3,362713256.3,450579837.6,493254931.3
2015/10/20,331078471.7,362650063.2,450528411.7,493196604.2
2015/10/19,330892591.2,362496791.3,450210232.7,493010515.3
2015/10/16,330884170.8,362397656,450106023.3,492973445.9
2015/10/15,330367097,362051114.2,449393177.6,492896724.7
2015/10/14,330341948.6,362042838,449331968.9,492864276.1
2015/10/13,330277539.6,361901567.9,449270184.5,492637595.5
2015/10/12,330259192.2,361855951.8,449219974.2,492584334.2
2015/10/9,330223495,361797737.9,449032355.8,492504240.6
2015/10/8,330137018.4,361567316.2,448953971.8,492215592
2015/9/30,330099814.4,361526575.2,448856025.9,492123594.4
2015/9/29,330042287.9,361202096.7,448681848.3,491686172
2015/9/28,330004146.1,361126856.6,448649487.3,491533337.4
2015/9/25,329968560.5,361042189.1,448627102.2,491238321.5
2015/9/24,329822738.4,360699249.2,448418509,490822023.9
2015/9/23,329533834.8,359903789.1,448040434,489649517.9
2015/9/22,329502703.4,359401370.9,447826372.7,488989383.6
2015/9/21,329479368.3,359327986.7,447804589.4,488885268.2
2015/9/18,329385693.7,359178482.4,447672990.5,488686005
2015/9/17,329357679.1,359002329.3,447620110.2,488495868.1
2015/9/16,329238060,358838273.2,447573449.3,488253855.2
2015/9/15,329148435.5,358754690.4,447400083.8,488203118.4
2015/9/14,329090493.8,358729631.3,447344802.8,488154298.2
2015/9/11,328852030.8,358529574.5,446895195.4,488131917.2
2015/9/10,328849714.7,358268713.2,446860832.6,487804210.5
2015/9/9,328805656,358264670.9,446836425.3,487762995.4
2015/9/8,328227721.5,358156587.8,445769256.9,487602903.6
2015/9/7,328204409.9,358153781.7,445753180.1,487492481.6
2015/9/2,328099722.1,358133440.6,445618010,487490978
2015/9/1,327996319.8,357942747.5,445525879.4,487251299
2015/8/31,327972918.6,357843933.3,445495513.4,487094536.3
2015/8/28,327941673.7,357714199.7,445453002.3,487001031.5
2015/8/27,327933559.3,357718369.1,445445028.4,486861243.2
2015/8/26,327928868.1,357698040.6,445433641.8,486811901.6
2015/8/25,327916998.5,357694489.5,445417298.7,486771117.2
2015/8/24,327700706.4,357485905.7,445395823.7,486559787.7
2015/8/21,327681665.9,357460835.1,445368680.1,486513551.7
2015/8/20,327698532,357327704.9,445232061.1,486349920.8
2015/8/19,327422232.5,357038914.7,445013258.3,486060527.8
2015/8/18,327330224,356798954.5,444663866.2,486046822.4
2015/8/17,325821842.1,356741874.7,444452832.3,485995424.7
2015/8/14,325821669.3,356731841.8,444440340.1,485991929.2
2015/8/13,325769359.3,356714822.6,444289320.6,485969766.4
2015/8/12,325673503.5,356640450,444235820.6,485758125.8
2015/8/11,325662111.7,356565442.1,444206332.9,485758848.8
2015/8/10,325655854.5,356564134.9,444199392,485753748.8
2015/8/7,325323423.8,356294453.4,443916766.5,485753542.2
2015/8/6,325248930.8,356257357.6,443743910.2,485720342.5
2015/8/5,325210388.3,356150156,443684566.3,485629968
2015/8/4,325034786.9,356022544.9,443350341.3,485397626.1
2015/8/3,325023534.2,356032413.9,443326409.8,485381333.1
2015/7/31,324987800.8,356019830.7,443252320.5,485371157.6
2015/7/30,324878133.9,356010541.2,443056580.3,485361932.9
2015/7/29,324838855.4,356009054,443038803.3,485355347
2015/7/28,324785421.9,355980531.3,442954782.5,485355562.6
2015/7/27,324705364.4,355938007.6,442801592,485331999.1
2015/7/24,324565460,355363814.7,442676336.3,484330203.6
2015/7/23,324099664.4,355290455.5,442512891.9,483741974.9
2015/7/22,323725138.8,355072866.7,442110669.7,483715937.1
2015/7/21,323352996.2,354968006.6,442079958.8,483505194.2
2015/7/20,322958193.2,354899911.6,442009287.5,483445958.2
2015/7/17,322913417.3,354878597.3,441931245.1,483445988.2
2015/7/16,322475674.7,354267689.6,441362571.2,483056635.8
2015/7/15,322098786.7,353492917.9,441193499.1,482182421.5
2015/7/14,321534796.9,352876644.4,440646028.3,481729664.9
2015/7/13,321256106,352733236.2,440604187.6,481649243.3
2015/7/10,321224285.6,352550847.7,440519012.7,481368741.9
2015/7/9,319807355.9,351991197.5,440230180.6,480760766.6
2015/7/8,319539493.7,351935795.9,440034419.8,480541837.5
2015/7/7,319354186.2,351587229.9,439848741.5,480389998.5
2015/7/6,318792259.8,351448482.6,439301710.2,480145568.8
2015/7/3,318618152.9,351359040.3,438843478.6,479808623.4
2015/7/2,317920710.4,350911264.4,438182836.5,479220717.8
2015/7/1,317766440.6,350814988.7,438034944.1,479116977.8
2015/6/30,317638681.7,350703256.7,437830286.2,478954568.6
2015/6/29,313040207.7,350430827.7,432707729.8,478808603.2
2015/6/26,312924450.3,350176703.3,432272899.4,478474684.7
2015/6/25,312253411.5,348433302.9,431520251.5,477036796.9
2015/6/24,311870634.8,348078258.3,430469467.1,476738899.2
2015/6/23,311818136.5,347727050.9,429960402.7,476284672.7
2015/6/19,311362751.4,347401538.2,429661885.3,475980632.3
2015/6/18,310956542.5,347143182.1,429080541,475818248.8
2015/6/17,310551788.4,346728894.8,428531158.6,475247330.9
2015/6/16,310312754.9,346046824.6,428063052.5,474276615.2
2015/6/15,310143658.2,345487072.3,427809226.1,473779016.2
2015/6/12,310003094.6,345317389.7,427680348.9,473634175.4
